aor|apprehension_landmark|n
DAL|N DIST TX LUBBOCK DIV HALE CO PROBATION|1
DAL|N DIST TX LUBBOCK DIV HOCKLEY CO CRIM AT LARGE|4
DAL|N DIST TX LUBBOCK DIV HOCKLEY CO NON CRIM|3
DAL|N DIST TX LUBBOCK DIV HOCKLEY CO PROBATION|1
DAL|N DIST TX LUBBOCK DIV HOWARD COUNTY CORNELL CORRECTIONS|4
DAL|N DIST TX LUBBOCK DIV HOWARD COUNTY NON CRIMINAL|4
DAL|N DIST TX LUBBOCK DIV LAMB CO CRIM AT LARGE|6
DAL|N DIST TX LUBBOCK DIV LAMB CO NON CRIM|3
DAL|N DIST TX LUBBOCK DIV LUBBOCK CO CRIM AT LARGE|65
DAL|N DIST TX LUBBOCK DIV LUBBOCK CO NON CRIM|70
DAL|N DIST TX LUBBOCK DIV LUBBOCK CO P&P AT LARGE|6
DAL|N DIST TX LUBBOCK DIV LUBBOCK CO PROBATION|6
DAL|N DIST TX LUBBOCK DIV LUBBOCK FEDRAL PROBATION OFFICE|1
DAL|N DIST TX LUBBOCK DIV LYNN CO CRIM AT LARGE|3
DAL|N DIST TX LUBBOCK DIV LYNN CO NON CRIM|1
DAL|N DIST TX LUBBOCK DIV LYNN CO P&P AT LARGE|1
DAL|N DIST TX LUBBOCK DIV MOTLEY CO NON CRIM|1
DAL|N DIST TX LUBBOCK DIV SCURRY CO CRIM AT LARGE|1
DAL|N DIST TX LUBBOCK DIV TERRY CO CRIM AT LARGE|1
DAL|N DIST TX LUBBOCK DIV TERRY CO NON CRIM|1
DAL|N DIST TX LUBBOCK DIV YOAKUM CO CRIM AT LARGE|5
DAL|N DIST TX LUBBOCK DIV YOAKUM CO NON CRIM|5
DAL|N DIST TX LUBBOCK DIV YOAKUM CO P&P AT LARGE|2
DAL|N DIST TX LUBBOCK DIV YOAKUM CO PROBATION|2
DAL|N DIST TX SAN ANGELO DIV BROWN CO CRIM AT LARGE|2
DAL|N DIST TX SAN ANGELO DIV BROWN CO P&P AT LARGE|3
DAL|N DIST TX SAN ANGELO DIV BROWN CO PROBATION|1
DAL|N DIST TX SAN ANGELO DIV SUTTON CO CRIM AT LARGE|1
DAL|N DIST TX SAN ANGELO DIV TOM GREEN CO CRIM AT LARGE|2
DAL|N DIST TX SAN ANGELO DIV TOM GREEN CO P&P AT LARGE|8
DAL|N DIST TX SAN ANGELO DIV TOM GREEN CO PO|5
DAL|N DIST TX TYLER DIV WOOD CO CRIM AT LARGE|1
DAL|N DIST TX WICHITA FALLS DIV ARCHER CO P&P AT LARGE|1
DAL|N DIST TX WICHITA FALLS DIV CLAY CO P&P AT LARGE|3
DAL|N DIST TX WICHITA FALLS DIV CLAY CO PROBATION|1
DAL|N DIST TX WICHITA FALLS DIV WICHITA CO CRIM AT LARGE|3
DAL|N DIST TX WICHITA FALLS DIV WICHITA CO P&P AT LARGE|4
DAL|N DIST TX WICHITA FALLS DIV WICHITA CO PROBATION|5
DAL|"NAVARRO COUNTY GENERAL AREA"|5
DAL|"NAVARRO COUNTY PROBATION"|1
DAL|"NAVARRO COUNTY SHERIFFS OFFICE"|64
DAL|NOBLE COUNTY JAIL|4
DAL|NOLAN COUNTY, TX AT LARGE|1
DAL|NOLAN COUNTY, TX JAIL|9
DAL|NORTH FORK CORRECTIONAL|16
DAL|NORTH RICHLAND HILLS JAIL|52
DAL|NOTAWA COUNTY JAIL|1
DAL|OCHILTREE COUNTY|40
DAL|OKFUSKEE COUNTY JAIL|8
DAL|OKLAHOMA CITY ICE ERO SUB-OFFICE|2121
DAL|OKLAHOMA CITY METRO AREA (FUGOPS)|1059
DAL|OKLAHOMA COUNTY JAIL|935
DAL|OKMULGEE COUNTY JAIL|8
DAL|OLDHAM COUNTY|9
DAL|OMA GENERAL AREA, NON-SPECIFIC|3
DAL|ORE CITY POLICE DEPARTMENT|1
DAL|OSAGE COUNTY JAIL|13
DAL|OTTAWA COUNTY JAIL|9
DAL|PALO PINTO COUNTY SHERIFFS OFFICE|13
DAL|PANOLA COUNTY CRIM AT LARGE|1
DAL|PANOLA COUNTY PROBATION|2
DAL|PANOLA COUNTY SHERIFFS OFFICE|14
DAL|PANTEGO POLICE DEPARTMENT|1
DAL|PARKER COUNTY GENERAL AREA|3
DAL|PARKER COUNTY JAIL|92
DAL|PARMER COUNTY|110
DAL|PAWNEE COUNTY JAIL|1
DAL|PAYNE COUNTY JAIL|42
DAL|PITTSBURG COUNTY JAIL|6
DAL|PITTSBURGH COUNTY JAIL|4
DAL|PLANO POLICE DEPARTMENT|235
DAL|PONTOTOC COUNTY JAIL|29
DAL|POTTAWATOMIE COUNTY JAIL|14
DAL|POTTER COUNTY|161
DAL|POTTER COUNTY JAIL|76
DAL|PRISON CAP PROGRAM; FEDERAL BOP PRISON CASES|14
DAL|PRL DETENTION CENTER ALVARADO|531
DAL|PURCELL OKLAHOMA|2
DAL|RAINS COUNTY SHERIFFS OFFICE|2
DAL|RAMSEY COUNTY ADULT DETENTION CENTER, MN|1
DAL|RANDALL COUNTY|111
DAL|REAGAN COUNTY JAIL - BIG LAKE, TX|1
DAL|REAGAN COUNTY, TX AT LARGE|3
DAL|REAGAN COUNTY, TX JAIL|7
DAL|RED RIVER COUNTY GENERAL AREA|1
DAL|RED RIVER COUNTY SHERIFFS OFFICE|2
DAL|RICHARDSON CITY JAIL|131
DAL|RICHLAND HILLS POLICE DEPARTMENT|1
DAL|RIVER OAKS POLICE DEPARTMENT|2
DAL|ROCKWALL COUNTY ADULT PROBATION|4
DAL|ROCKWALL COUNTY CRIMINAL AT LARGE|1
DAL|ROCKWALL COUNTY GENERAL AREA|8
DAL|ROCKWALL COUNTY JAIL|132
DAL|ROCKWALL COUNTY SHERIFF'S OFFICE|3
DAL|ROGERS COUNTY JAIL|18
DAL|RON JACKSON YOUTH CORRECTIONAL FACILITY - BROWNWOOD, TX|1
DAL|ROWLETT POLICE DEPARTMENT|8
DAL|RUNNELS COUNTY JAIL - BALLINGER, TX|1
DAL|RUNNELS COUNTY, TX JAIL|9
DAL|RUSK COUNTY CRIM AT LARGE|1
DAL|RUSK COUNTY GENERAL AREA|6
DAL|RUSK COUNTY JAIL|50
DAL|RUSK COUNTY PROBATION|3
DAL|RUSK COUNTY SHERIFF'S OFFICE|2
DAL|RUSK COUNTY SHERIFFS OFFICE|21
DAL|SACHSE POLICE DEPARTMENT|2
DAL|SACRAMENTO COUNTY JAIL|1
DAL|SAGINAW POLICE DEPARTMENT|5
DAL|SAN ANGELO SUB-OFFICE|3568
DAL|SCURRY COUNTY JAIL|22
DAL|SEAGOVILLE BOP|16
DAL|SEAGOVILLE POLICE DEPARTMENT|11
DAL|SEQUOYAH COUNTY JAIL|8
DAL|SHERMAN COUNTY|18
DAL|SHERMAN POLICE DEPARTMENT|7
DAL|SMITH CO NON CRIM|1
DAL|SMITH COUNTY CRIM AT LARGE|100
DAL|SMITH COUNTY GEN AREA, NON-SPECIFIC|1
DAL|SMITH COUNTY GENERAL AREA|25
DAL|SMITH COUNTY JAIL|52
DAL|SMITH COUNTY PROBATION|32
DAL|SMITH COUNTY SHERIFFS OFFICE|179
DAL|SNG GENREAL AREA, NON-SPECIFIC|242
DAL|SOUTH LAKE CITY JAIL|3
DAL|SOUTHERN DESERT CORRECTIONAL CENTER (NDOC)|1
DAL|STEPHENS COUNTY JAIL|23
DAL|STEPHENS COUNTY, TX AT LARGE|2
DAL|STEPHENS COUNTY, TX JAIL|3
DAL|STERLING COUNTY JAIL|1
DAL|SUTTON COUNTY JAIL - SONORA, TX|2
DAL|SUTTON COUNTY, TX JAIL|4
DAL|SWISHER COUNTY|1
DAL|TAM GENERAL AREA, NON-SPECIFIC|1
DAL|TARRANT COUNTY GENERAL AREA|147
DAL|TARRANT COUNTY JAIL|1239
DAL|TAYLOR COUNTY, TX AT LARGE|21
DAL|TAYLOR COUNTY, TX JAIL|58
DAL|TERRELL POLICE DEPARTMENT|7
DAL|TERRY COUNTY JAIL|15
DAL|TEXAS COUNTY JAIL|47
DAL|TEXAS DEPT OF CRIMINAL JUSTICE, WALKER CO|5
DAL|THE COLONY POLICE DEPARTMENT|19
DAL|TILLMAN COUNTY JAIL|2
DAL|TITUS COUNTY CRIM AT LARGE|7
DAL|TITUS COUNTY GENERAL AREA|2
DAL|TITUS COUNTY JAIL|5
DAL|TITUS COUNTY PROBATION|2
DAL|TITUS COUNTY SHERIFFS OFFICE|78
DAL|TLS GENERAL AREA, NON-SPECIFIC|677
DAL|TOM GREEN COUNTY JAIL - SAN ANGELO, TX|22
DAL|TOM GREEN COUNTY, TX AT LARGE|16
DAL|TOM GREEN COUNTY, TX JAIL|50
DAL|TULSA COUNTY JAIL|3
DAL|TULSA COUNTY JAIL - DAVID L. MOSS CRIMINAL JUSTICE CENTER|1
DAL|TULSA COUNTY JAIL-DAVID L. MOSS CRIMINAL JUSTICE CENTER|1221
DAL|TYLER POLICE DEPARTMENT|9
DAL|UNIVERSITY PARK POLICE DEPARTMENT|3
DAL|UPSHUR COUNTY CRIM AT LARGE|6
DAL|UPSHUR COUNTY NON CRIM|7
DAL|UPSHUR COUNTY PROBATION|8
DAL|UPSHUR COUNTY SHERIFFS OFFICE|8
DAL|US MARSHAL SERVICE, N DIST OF TEXAS|25
DAL|US MARSHALL'S EASTERN DISTRICT OK|1
DAL|VAN ZANDT COUNTY GENERAL AREA|2
DAL|VAN ZANDT COUNTY JAIL|11
DAL|VAN ZANDT COUNTY NON CRIM|1
DAL|VAN ZANDT COUNTY PROBATION|14
DAL|VAN ZANDT COUNTY SHERIFFS OFFICE|33
DAL|VAN ZANDT CRIM AT LARGE|2
DAL|W DIST OK OKLAHOMA CITY DIV BECKHAM CO PROBATION|1
DAL|W DIST OK OKLAHOMA CITY DIV CADDO CO CRIM AT LARGE|15
DAL|W DIST OK OKLAHOMA CITY DIV CADDO CO PROBATION|1
DAL|W DIST OK OKLAHOMA CITY DIV CANADIAN CO CRIM AT LARGE|3
DAL|W DIST OK OKLAHOMA CITY DIV CLEVELAND CO CRIM AT LARGE|4
DAL|W DIST OK OKLAHOMA CITY DIV CLEVELAND CO P&P AT LARGE|1
DAL|W DIST OK OKLAHOMA CITY DIV COMANCHE CO CRIM AT LARGE|1
DAL|W DIST OK OKLAHOMA CITY DIV CRIM AT LARGE|2
DAL|W DIST OK OKLAHOMA CITY DIV CUSTER CO CRIM AT LARGE|1
DAL|W DIST OK OKLAHOMA CITY DIV CUSTER CO P&P AT LARGE|1
DAL|W DIST OK OKLAHOMA CITY DIV GARFIELD CO AT LARGE|1
DAL|W DIST OK OKLAHOMA CITY DIV GARFIELD CO CRIM AT LARGE|6
DAL|W DIST OK OKLAHOMA CITY DIV JACKSON CO CRIM AT LARGE|3
DAL|W DIST OK OKLAHOMA CITY DIV KINGFISHER CO CRIM AT LARGE|1
DAL|W DIST OK OKLAHOMA CITY DIV LINCOLN CO CRIM AT LARGE|1
DAL|W DIST OK OKLAHOMA CITY DIV OKLAHOMA CO CRIM AT LARGE|2
DAL|W DIST OK OKLAHOMA CITY DIV OKLAHOMA CO NON CRIM|1
DAL|W DIST OK OKLAHOMA CITY DIV OKLAHOMA CO P&P AT LARGE|5
DAL|W DIST OK OKLAHOMA CITY DIV PAYNE CO AT LARGE|2
DAL|W DIST OK OKLAHOMA CITY DIV PAYNE CO CRIM AT LARGE|2
DAL|W DIST OK OKLAHOMA CITY DIV POTTOWATOMIE CO CRIM A LRG|1
DAL|W DIST OK OKLAHOMA CITY DIV STEPHENS CO CRIMA AT LARGE|1
DAL|W DIST OK OKLAHOMA CITY DIV TEXAS CO CRIM AT LARGE|2
DAL|W DIST OK OKLAHOMA CITY DIV WOODS CO CRIM AT LARGE|1
DAL|W DIST OK OKLAHOMA DIV LOGAN CO CRIM AT LARGE|1
DAL|WAGONER COUNTY JAIL|23
DAL|WASHINGTON COUNTY JAIL|9
DAL|WASHITA COUNTY JAIL|1
DAL|WATAUGA JAIL|1
DAL|WAXAHACHIE POLICE DEPARTMENT|3
DAL|WEATHERFORD JAIL|6
DAL|WEBB COUNTY JAIL|9
DAL|WESTOVER VILLAGE POLICE DEPARTMENT|3
DAL|WESTWORTH VILLAGE POLICE DEPARTMENT|1
DAL|WHEELER COUNTY|11
DAL|WHITE SETTLEMENT POLICE DEPARTMENT|9
DAL|WICHITA COUNTY GENERAL AREA|6
DAL|WICHITA COUNTY SHERIFFS OFFICE|33
DAL|WICHITA FALLS POLICE DEPARTMENT|10
DAL|WILBARGER COUNTY SHERIFFS OFFICE|1
DAL|WILLS POINT POLICE DEPARTMENT|1
DAL|WILSON COUNTY JAIL - TX2470000|1
DAL|WISE COUNTY GENERAL AREA|1
DAL|WISE COUNTY SHERIFFS OFFICE|15
DAL|WOOD COUNTY CRIM AT LARGE|9
DAL|WOOD COUNTY JAIL|3
DAL|WOOD COUNTY NON CRIM|2
DAL|WOOD COUNTY PROBATION|7
DAL|WOOD COUNTY SHERIFFS OFFICE|12
DAL|WOODS COUNTY JAIL|4
DAL|WOODWARD COUNTY JAIL|15
DAL|WYLIE CITY JAIL|2
DAL|XDA GENERAL AREA, NON-SPECIFIC|3
DAL|XOC GENERAL AREA, NON-SPECIFIC|1
DAL|YOAKUM COUNTY JAIL|13
DAL|YOUNG COUNTY SHERIFFS COUNTY|13
DAL|NA|133
DEN|ADAMS COUNTY|319
DEN|ADAMS COUNTY JAIL|819
DEN|ADAMS COUNTY PROBATION|66
DEN|ADAMS COUNTY PROBATION OFFICE|97
DEN|ADAMS YOUTH SERVICES CENTER|1
DEN|AIRWAY HEIGHTS|3
DEN|ALAMOSA COUNTY|11
DEN|ALAMOSA COUNTY JAIL|26
DEN|ALBANY COUNTY JAIL, LARAMIE, WYOMING|15
DEN|ALBANY COUNTY, WYOMING|1
DEN|ARAPAHOE COUNTY|518
DEN|ARAPAHOE COUNTY JAIL|136
DEN|ARAPAHOE COUNTY PROBATION OFFICE|134
DEN|ARCHULETA COUNTY|4
DEN|ARCHULETA COUNTY COURTHOUSE|1
DEN|ARCHULETA COUNTY JAIL|1
DEN|ARCHULETA COUNTY PROBATION OFFICE|18
DEN|ASPEN, COLORADO|1
DEN|AURORA CITY JAIL|50
DEN|AUS GENERAL AREA, NON-SPECIFIC|1
DEN|BASALT, COLORADO|1
DEN|BIG HORN COUNTY JAIL, BASIN, WYOMING|3
DEN|BIG HORN COUNTY, WYOMING|3
DEN|BOULDER COUNTY|98
DEN|BOULDER COUNTY JAIL|14
DEN|BOULDER COUNTY PROBATION|25
DEN|BOULDER COUNTY PROBATION OFFICE|3
DEN|BROOMFIELD COUNTY|15
DEN|BROOMFIELD COUNTY JAIL|13
DEN|BROOMFIELD COUNTY PROBATION|7
DEN|BUREAU OF PRISONS- FEDERAL CORRECTIONAL INST.|154
DEN|BUREAU OF PRISONS- US ADMINISTRATIVE MAXIMUM|3
DEN|BUREAU OF PRISONS-US PENITENTIARY|13
DEN|BUREAU OF PRISONS, ENGLEWOOD, CO|24
DEN|CAMPBELL COUNTY JAIL, GILLETTE, WYOMING|20
DEN|CAMPBELL COUNTY, WYOMING|54
DEN|CARBON COUNTY JAIL, RAWLINS, WYOMING|21
DEN|CARBON COUNTY, WYOMING|4
DEN|CARBONDALE, COLORADO|3
DEN|CENTENNIAL, COLORADO|248
DEN|CENTER, CO POLICE DEPARTMENT|2
DEN|CHAFFEE COUNTY JAIL|1
DEN|CHAFFEE COUNTY, CO|7
DEN|CITY OF ALAMOSA|65
DEN|CITY OF CASPER|371
DEN|CITY OF CHEYENNE|43
DEN|CITY OF CRAIG|90
DEN|CITY OF DENVER|154
DEN|CITY OF DURANGO|74
DEN|CITY OF GLENWOOD SPRINGS|119
DEN|CITY OF GRAND JUNCTION|89
DEN|CITY OF PUEBLO|141
DEN|CLEAR CREEK COUNTY|1
DEN|CLEAR CREEK COUNTY JAIL|7
DEN|CLIFTON, COLORADO|2
DEN|COLORADO DEPARTMENT OF CORRECTIONS|908
DEN|COLORADO DEPARTMENT OF CORRECTIONS ADULT PAROLE|12
DEN|COLORADO STATE PATROL|2
DEN|CONEJOS COUNTY JAIL|2
DEN|CONEJOS COUNTY, CO|2
DEN|CONVERSE COUNTY JAIL, DOUGLAS, WYOMING|12
DEN|CONVERSE COUNTY PROBATION OFFICE|1
DEN|CONVERSE COUNTY, WYOMING|30
DEN|COSTILLA COUNTY JAIL|3
DEN|COSTILLA COUNTY PROBATION OFFICE|1
DEN|COSTILLA COUNTY, CO|7
DEN|CROOK COUNTY JAIL, SUNDANCE, WYOMING|2
DEN|CUSTER COUNTY, CO|5
DEN|DEL NORTE, CO POLICE DEPARTMENT|2
DEN|DELTA COUNTY JAIL|8
DEN|DELTA COUNTY PROBATION OFFICE|1
DEN|DELTA, COLORADO|10
DEN|DENVER COUNTY|1397
DEN|DENVER COUNTY JAIL|22
DEN|DENVER COUNTY PROBATION OFFICE|105
DEN|DENVER JUSTICE CENTER|109
DEN|DENVER, CO|47
DEN|DEPT OF CORRECTIONS, RAWLINS, WYOMING|12
DEN|DEPT OF CORRECTIONS, TORRINGTON, WYOMING|1
DEN|DEPT OF CORRECTIONS, WOMENS PRISON, LUSIK, WYOMING|1
DEN|DEPT OF CORRETIONS, TORRINGTON, WYOMING|3
DEN|DINOSAUR, COLORADO|2
DEN|DOLORES COUNTY COURTHOUSE|1
DEN|DOLORES COUNTY PROBATION OFFICE|1
DEN|DOUGLAS COUNTY|51
DEN|DOUGLAS COUNTY JAIL|80
DEN|DOUGLAS COUNTY PROBATION OFFICE|8
DEN|EAGLE COUNTY JAIL|15
DEN|EAGLE COUNTY PROBATION OFFICE|19
DEN|EAGLE COUNTY, COLORADO|23
DEN|EASTERN REGIONAL RECEPTION AND DIAGNOSTIC CENTER, MISSOURI|1
DEN|EDWARDS, COLORADO|2
DEN|EL JEBEL, COLORADO|1
DEN|EL PASO COUNTY|27
DEN|EL PASO COUNTY COURT HOUSE|2
DEN|EL PASO COUNTY JAIL|218
DEN|EL PASO COUNTY PROBATION OFFICE|5
DEN|EL PASO COUNTY, COLORADO|112
DEN|ELBERT COUNTY|2
DEN|ELBERT COUNTY JAIL|8
DEN|EVANSTON, WY|1
DEN|FORT CARSON ARMY POST|6
DEN|FRD GENERAL AREA, NON-SPECIFIC|417
DEN|FREMONT COUNTY JAIL|4
DEN|FREMONT COUNTY JAIL, RIVERTON/LANDER, WYOMING|1
DEN|FREMONT COUNTY, COLORADO|12
DEN|FREMONT COUNTY, WYOMING|6
DEN|FRUITA, COLORADO|9
DEN|GARFIELD COUNTY JAIL|25
DEN|GARFIELD COUNTY PROBATION OFFICE|8
DEN|GARFIELD COUNTY, COLORADO|10
DEN|GILLIAM YOUTH CENTER|3
DEN|GILPIN COUNTY|1
DEN|GLENWOOD SPRINGS, COLORADO|14
DEN|GOSHEN COUNTY JAIL, TORRINGTON, WYOMING|2
DEN|GPC CI (GREAT PLAINS CORRECTIONAL CENTER)|2
DEN|GRANBY, CO|1
DEN|GRAND COUNTY|2
DEN|GRAND COUNTY JAIL, HOT SULPHUR SPRINGS, CO|22
DEN|GRAND JUNCTION, COLORADO|12
DEN|GREEN RIVER, WY|5
DEN|GRI GENERAL AREA, NON-SPECIFIC|1
DEN|GUNNISON COUNTY JAIL|28
DEN|GUNNISON COUNTY PROBATION OFFICE|3
DEN|GUNNISON COUNTY, CO|7
DEN|HOT SPRINGS COUNTY JAIL, THERMOPOLIS, WYOMING|1
DEN|HOT SPRINGS COUNTY, WYOMING|2
DEN|HOT SULPHUR SPRINGS, CO|4
DEN|HUERFANO COUNTY JAIL|11
DEN|HUERFANO COUNTY, CO|2
DEN|JEFFERSON COUNTY|183
DEN|JEFFERSON COUNTY JAIL|152
DEN|JEFFERSON COUNTY PROBATION OFFICE|93
DEN|JOHNSON COUNTY JAIL, BUFFALO, WYOMING|1
DEN|JOHNSON COUNTY PROBATION OFFICE|1
DEN|KIT CARSON COUNTY|5
DEN|KIT CARSON COUNTY JAIL|1
DEN|KREMMLING, CO|6
DEN|LA PLATA COUNTY|17
DEN|LA PLATA COUNTY COURTHOUSE|1
DEN|LA PLATA COUNTY JAIL|24
DEN|LAKE COUNTY|1
DEN|LAKE COUNTY, COLORADO|2
DEN|LARAMIE COUNTY JAIL, CHEYENNE, WYOMING|45
DEN|LARAMIE COUNTY PROBATION OFFICE|1
DEN|LARAMIE COUNTY, WYOMING|33
DEN|LARIMER COUNTY|108
DEN|LARIMER COUNTY JAIL|30
DEN|LARIMER COUNTY PROBATION|29
DEN|LARIMER COUNTY PROBATION OFFICE|3
DEN|LAS ANIMAS COUNTY JAIL|7
DEN|LAS ANIMAS COUNTY PROBATION OFFICE|1
DEN|LAS ANIMAS COUNTY, CO|3
DEN|LINCOLN COUNTY|3
DEN|LINCOLN COUNTY JAIL, KEMMERER, WY|7
DEN|LOGAN COUNTY|3
DEN|LOMA, COLORADO|11
DEN|LOOKOUT MOUNTAIN YOUTH SERVICES|1
DEN|LVD GENERAL AREA, NON-SPECIFIC|23
DEN|MEEKER, CO|2
DEN|MESA COUNTY COURTHOUSE|5
DEN|MESA COUNTY JAIL|71
DEN|MOFFAT COUNTY JAIL, CRAIG, CO|15
DEN|MONROE TWIN RIVERS UNIT (TRU)|2
DEN|MONROE WASHINGTON STATE REFORMATORY (WSR)|1
DEN|MONTE VISTA, CO POLICE DEPARTMENT|2
DEN|MONTEZUMA COUNTY|5
DEN|MONTEZUMA COUNTY JAIL|4
DEN|MONTEZUMA COUNTY PROBATION OFFICE|1
DEN|MONTROSE COUNTY COURTHOUSE|7
DEN|MONTROSE COUNTY JAIL|11
DEN|MONTROSE COUNTY PROBATION OFFICE|1
DEN|MONTROSE, COLORADO|28
DEN|MORGAN COUNTY|8
DEN|MORGAN COUNTY COLORADO|1
DEN|MORGAN COUNTY JAIL|15
DEN|MORGAN COUNTY PROBATION|12
DEN|"NATRONA COUNTY JAIL, CASPER, WYOMING"|14
DEN|"NATRONA COUNTY PROBATION OFFICE"|2
DEN|"NATRONA COUNTY WYOMING"|23
DEN|NIOBRARA COUNTY WYOMING|1
DEN|NORTHERN VIRGINIA AREA|1
DEN|OLATHE, COLORADO|4
DEN|OREGON DEPARTMENT OF CORRECTIONS|1
DEN|OTERO COUNTY COLORADO|3
DEN|OTERO COUNTY JAIL|1
DEN|PARK COUNTY JAIL|2
DEN|PARK COUNTY JAIL, CODY, WYOMING|3
DEN|PARK COUNTY WYOMING|6
DEN|PHILLIPS COUNTY PROBATION|1
DEN|PHILLIPS COUNTY PROBATION OFFICE|1
DEN|PITKIN COUNTY JAIL|1
DEN|PITKIN COUNTY, COLORADO|5
DEN|PLATTE COUNTY JAIL, WHEATLAND, WYOMING|9
DEN|PLATTE COUNTY WYOMING|2
DEN|PROWERS COUNTY|5
DEN|PROWERS COUNTY JAIL|1
DEN|PROWERS COUNTY, COLORADO|6
DEN|PUEBLO COUNTY JAIL|8
DEN|PUEBLO COUNTY, COLORADO|5
DEN|RIFLE, COLORADO|6
DEN|RIO BLANCO COUNTY|1
DEN|RIO BLANCO COUNTY JAIL, MEEKER, CO|3
DEN|RIO GRANDE COUNTY JAIL|14
DEN|RIO GRANDE COUNTY, CO|8
DEN|ROCK SPRINGS, WY|21
DEN|ROUTT COUNTY|4
DEN|ROUTT COUNTY JAIL, STEAMBAOT SPRINGS, CO|41
DEN|SAGUACHE COUNTY JAIL|9
DEN|SAGUACHE COUNTY, CO|4
DEN|SAN MIGUEL COUNTY|19
DEN|SAN MIGUEL COUNTY JAIL|9
DEN|SHELTON CORRECTONS CENTER|1
DEN|SHERIDAN COUNTY JAIL, SHERIDAN, WYOMING|2
DEN|SHERIDAN COUNTY PROBATION OFFICE|1
DEN|SHERIDAN COUNTY WYOMING|4
DEN|SILT, COLORADO|1
DEN|SLC GENERAL AREA, NON-SPECIFIC|1
DEN|SOUTHERN COLORADO DRUG TASK FORCE|2
DEN|SPM GENERAL AREA, NON-SPECIFIC|1
DEN|STEAMBOAT SPRINGS POLICE DEPARTMENT|22
DEN|STEAMBOAT SPRINGS, CO|6
DEN|SUBLETTE COUNTY JAIL, PINEDALE, WY|8
DEN|SUBLETTE COUNTY, WY|2
DEN|SUMMIT COUNTY|3
DEN|SUMMIT COUNTY JAIL|1
DEN|SUMMIT COUNTY PROBATION OFFICE|6
DEN|SUMMIT COUNTY, COLORADO|11
DEN|SWEETWATER COUNTY|1
DEN|SWEETWATER COUNTY JAIL, ROCK SPRINGS, WY|54
DEN|SWEETWATER COUNTY PROBATION OFFICE|1
DEN|TAFT FEDERAL CORRECTIONAL INSTITUTION|1
DEN|TELLER COUNTY|10
DEN|TELLER COUNTY JAIL|13
DEN|TETON COUNTY JAIL, JACKSON, WYOMING|27
DEN|TETON COUNTY PROBATION OFFICE|2
DEN|TETON COUNTY WYOMING|69
DEN|TEXAS DEPT OF CRIMINAL JUSTICE, WALKER CO|1
DEN|U.S. MARSHALS SERVICE CHEYENNE, WY|1
DEN|U.S. MARSHALS SERVICE DENVER, CO|4
DEN|U.S. PROBATION OFFICE|1
DEN|UINTA COUNTY|1
DEN|UINTA COUNTY JAIL, EVANSTON, WY|24
DEN|UTAH COUNTY JAIL - UT|2
DEN|WASHAKIE COUNTY JAIL, WORLAND, WYOMING|1
DEN|WASHAKIE COUNTY WYOMING|2
DEN|WASHINGTON COUNTY|1
DEN|WASHINGTON COUNTY JAIL|7
DEN|WASHINGTON COUNTY PROBATION|2
DEN|WELD COUNTY|149
DEN|WELD COUNTY JAIL|161
DEN|WELD COUNTY PROBATION|47
DEN|WELD COUNTY PROBATION OFFICE|1
DEN|WENDE CORRECTIONAL FACILITY|3
DEN|WESTON COUNTY JAIL, NEW CASTLE, WYOMING|2
DEN|WESTON COUNTY WYOMING|5
DEN|WESTON COUNTY, WYOMING|3
DEN|WHITEWATER, COLORADO|1
DEN|WYOMING DEPARTMENT OF CORRECTIONS ADULT PAROLE|3
DEN|YUMA COUNTY|3
DEN|YUMA COUNTY PROBATION|4
DEN|NA|72
DET|10TH DISTRICT COURT, BATTLE CREEK, MICHIGAN|2
DET|12TH DISTRICT COURT PROBATION, JACKSON|4
DET|14A-2 DISTRICT COURT PROBATION, YPSILANTI|3
DET|14B DISTRICT COURT PROBATION, YPSILANTI|1
DET|16TH CIRCUIT COURT PROBATION OFFICE, MT. CLEMENS|3
DET|16TH DISTRICT COURT PROBATION, LIVONIA|1
DET|17TH CIRCUIT COURT PROBATION, KENT COUNTY|6
DET|17TH DISTRICT COURT PROBATION, REDFORD|2
DET|18TH DISTRICT COURT PROBATION, WESTLAND|4
DET|1ST DISTRICT COURT PROBATION, MONROE|1
DET|22ND CIRCUIT COURT PROBATION OFFICE, ANN ARBOR|2
DET|22ND DISTRICT COURT PROBATION, INKSTER|1
DET|23RD DISTRICT COURT PROBATION, TAYLOR|2
DET|24TH DISTRICT COURT PROBATION, ALLEN PARK|1
DET|25TH DISTRICT COURT PROBATION, LINCOLN PARK|1
DET|27TH DISTRICT COURT PROBATION, WYANDOTTE|1
DET|2A DISTRICT COURT PROBATION, ADRIAN|1
DET|30TH CIRCUIT COURT FAMILY DIVISION, LANSING|1
DET|30TH CIRCUIT COURT, LANSING, MICHIGAN|2
DET|30TH DISTRICT COURT PROBATION, HIGHLAND PARK|1
DET|33RD DISTRICT COURT PROBATION, WOODHAVEN|3
DET|35TH DISTRICT COURT PROBATION, PLYMOUTH|1
DET|36TH DISTRICT COURT PROBATION, DETROIT|6
DET|37TH DISTRICT COURT PROBATION, WARREN|2
DET|39A DISTRICT COURT PROBATION, ROSEVILLE|1
DET|39TH CIRCUIT COURT PROBATION OFFICE, ADRIAN|4
DET|3RD CIRCUIT COURT PROBATION, LINCOLN PARK OFFICE, DETROIT|2
