"","apprehension_landmark","total"
"1583","CENTRAL MISSISSIPPI CORRECTIONAL FACILITY",2
"1584","CENTRAL NEW MEXICO CORRECTIONAL STATE FACILITY",11
"1585","CENTRAL REGIONAL JAIL",3
"1586","CENTRAL SITE/ DETAINER",1
"1587","CENTRAL VALLEY CCF",167
"1588","CENTRAL VIRGINIA REGIONAL JAIL - VA",27
"1589","CENTRALIA CORRECTIONAL CENTER, IL",2
"1590","CENTRE COUNTY CORRECTIONAL FACILITY",27
"1591","CENTRE COUNTY PROBATION",4
"1592","CENTREVILLE, MD GENERAL AREA",5
"1593","CENTURY STATION-LAPD, LOS ANGELES, CA",1
"1594","CERES POLICE DEPARTMENT",1
"1595","CERRO GORDO COUNTY IOWA",17
"1596","CHA GENERAL AREA, NON-SPECIFIC",153
"1597","CHAFFEE COUNTY JAIL",1
"1598","CHAFFEE COUNTY, CO",7
"1599","CHAIN OLAKES COOR. RACILITY (INDIANA DOC)",1
"1600","CHAMBERS CO JAIL, ANAHUAC, TX",12
"1601","CHAMBERS COUNTY JAIL, ANAHUAC, TX",34
"1602","CHAMBERS COUNTY PROBATION, ANAHUAC, TX",10
"1603","CHAMBLEE, GA",204
"1604","CHAMPAIGN COUNTY JAIL",1
"1605","CHAMPLAIN, NORTH COUNTRY FUGOPS",3
"1606","CHAPARRAL, NEW MEXICO",3
"1607","CHARITION COUNTY SHERIFF'S DEPARTMENT, MISSOURI",2
"1608","CHARLES COUNTY DETENTION CENTER",1
"1609","CHARLES COUNTY DISTRICT/CIRCUIT COURT",1
"1610","CHARLES COUNTY MD",17
"1611","CHARLES COUNTY POLICE DEPARTMENT",1
"1612","CHARLES EGELER CORRECTIONAL FACILITY, JACKSON, MI",8
"1613","CHARLES MIX CO JAIL, LAKE ANDES, SD",2
"1614","CHARLESTON COUNTY DEPT. OF JUVENILE JUSTICE",3
"1615","Charleston County Detention Center",153
"1616","CHARLESTON COUNTY DETENTION CENTER",887
"1617","CHARLESTON COUNTY, SC",654
"1618","CHARLESTOWN DISTRICT COURT",3
"1619","CHARLEVOIX COUNTY JAIL, CHARLEVOIX, MI",4
"1620","CHARLOTTE AIRPORT",6
"1621","CHARLOTTE COUNTY JAIL-VA",1
"1622","CHARLOTTE GENERAL AREA",1
"1623","CHASE COUNTY JAIL, NE",6
"1624","CHASE COUNTY SHERIFFS OFFICE, COTTONWOOD FALLS, KANSAS",2
"1625","CHATHAM CO PROBATION SILER CITY",2
"1626","CHATHAM COUNTY FUGITIVE OPERATIONS",24
"1627","CHATHAM COUNTY GA",214
"1628","CHATHAM COUNTY JAIL",21
"1629","CHATHAM COUNTY, GA",8
"1630","CHATHAM TWP PD",1
"1631","CHATSWORTH MUNICIPAL PROBATION",4
"1632","CHATSWORTH, GA",22
"1633","CHATTOOGA COUNTY, GA",11
"1634","CHAUTAUQUA COUNTY",11
"1635","CHAUTAUQUA COUNTY JAIL",5
"1636","CHEATHAM COUNTY JAIL, TN",23
"1637","CHEBOYGAN COUNTY JAIL, CHEBOYGAN, MI",4
"1638","CHELAN CO. JAIL",167
"1639","CHELSEA DISTRICT COURT",91
"1640","CHELSEA POLICE DEPT",22
"1641","CHEMUNG COUNTY SHERIFF",1
"1642","Chenango County Jail",2
"1643","CHEROKEE COUNTY",37
"1644","CHEROKEE COUNTY CRIM AT LARGE",13
"1645","CHEROKEE COUNTY JAIL",33
"1646","CHEROKEE COUNTY NON CRIM",1
"1647","CHEROKEE COUNTY PROBATION",11
"1648","CHEROKEE COUNTY SHERIFFS OFFICE",51
"1649","CHEROKEE COUNTY SHERIFFS OFFICE, KANSAS",6
"1650","CHEROKEE COUNTY, GA",108
"1651","CHEROKEE COUNTY, NC",2
"1652","CHERRY HILL TOWNSHIP POLICE DEPARTMENT",12
"1653","CHESAPEAKE CITY JAIL - VA",1
"1654","CHESAPEAKE CITY JAIL VA",124
"1655","CHESAPEAKE CITY JAIL-VA",1
"1656","CHESAPEAKE CITY POLICE VA",1
"1657","CHESAPEAKE, VIRGINIA",11
"1658","CHESHIRE CORRECTIONAL INSTITUTION, CHESHIRE, CT",6
"1659","CHESHIRE COUNT NH",11
"1660","CHESHIRE COUNTY DOC",11
"1661","CHESHIRE, CT",2
"1662","CHESTER COUNTY",17
"1663","CHESTER COUNTY DETENTION CENTER",1
"1664","CHESTER COUNTY PRISON",237
"1665","CHESTER COUNTY PROBATION",8
"1666","CHESTER COUNTY, SC",2
"1667","CHESTER PD",3
"1668","CHESTER TWP PD",2
"1669","CHESTER, GA",1
"1670","CHESTERFIELD COUNTY JAIL-VA",85
"1671","CHESTERFIELD POLICE DEPARTMENT, MISSOURI",9
"1672","CHESTERFIELD TOWNSHIP POLICE DEPARTMENT",1
"1673","CHESTERFIELD, SC",18
"1674","CHEYENNE COUNTY JAIL, NE",4
"1675","CHI GENERAL AREA, NON-SPECIFIC",2733
"1676","CHI IDOC, JOLIET",4
"1677","CHICAGO FIELD OFFICE",34
"1678","CHICAGO FUGITIVE OPERATIONS",4
"1679","CHICAGO GENERAL AREA, NON-SPECIFIC",1
"1680","CHICAGO MCC (BOP)",43
"1681","CHICAGO O'HARE AIRPORT",16
"1682","CHICKASAW COUNTY JAIL, IA",7
"1683","CHICKASAW COUNTY, MS",6
"1684","CHIFUGITIVE OPERATIONS",1380
"1685","CHILDRENS VILLAGE",8
"1686","CHILDRESS COUNTY",7
"1687","CHILLICOTHE CORRECTIONAL FACILITY MISSOURI DEPARTMENT OF CORRECTIONS",1
"1688","CHIPPEWA CORRECTIONAL FACILITY, KINCHELOE, MI",1
"1689","CHIPPEWA COUNTY JAIL, MN",16
"1690","CHIPPEWA COUNTY JAIL, SAULT STE. MARIE, MI",6
"1691","CHISAGO COUNTY JAIL, MN",1
"1692","CHL GENERAL AREA, NON-SPECIFIC",88
"1693","CHM GENERAL AREA, NON-SPECIFIC",34
"1694","CHOCTAW COUNTY JAIL",5
"1695","CHOCTAW COUNTY JAIL, AL",1
"1696","CHOWAN COUNTY JAIL",4
"1697","CHOWCHILLA POLICE DEPARTMENT",2
"1698","CHR GENERAL AREA, NON-SPECIFIC",7
"1699","CHRISTIAN COUNTY JAIL, IL",1
"1700","CHRISTIAN COUNTY JAIL, KY",18
"1701","CHRISTIAN COUNTY SHERIFFS OFFICE, MISSOURI",17
"1702","CHS AOR FUGITIVE OPERATIONS",38
"1703","CHS GENERAL AREA, NON-SPECIFIC",178
"1704","CHUCKAWALLA VALLEY STATE PRISON BLYTHE, CA",198
"1705","CHULA VISTA CITY JAIL",32
"1706","CHULA VISTA POLICE DEPARTMENT",11
"1707","Chula Vista Superior Court, Chula Vista, CA",1
"1708","Chula Vista, CA",11
"1709","CI MCRAE",1607
"1710","CIBOLA COUNTY CORRECTION AL CENTER, MILAN FEDERAL FACILTIY",98
"1711","CIBOLA COUNTY DETENTION CENTER, CIBOLA COUNTY JAIL",3
"1712","CIMARRON COUNTY JAIL",6
"1713","CIN GENERAL AREA, NON-SPECIFIC",98
"1714","CINNAMINSON TOWNSHIP POLICE DEPARTMENT",1
"1715","CIP GENERAL AREA, NON-SPECIFIC",1269
"1716","CIS REFERRAL",1
"1717","CIS REFERRAL CASES TO BAL ERO",38
"1718","CIS REFERRAL CHICAGO FIELD OFFICE",4
"1719","CIS REFERRAL- NONEGREGIOUS CASE, RENO, NEVADA",3
"1720","CIS REFERRAL, SALT LAKE CITY OFFICE",1
"1721","CITIZENSHIP AND IMMIGRATION SERVICE",1
"1722","CITY OF ALAMOSA",66
"1723","CITY OF CASPER",372
"1724","CITY OF CHEYENNE",44
"1725","CITY OF CRAIG",90
"1726","CITY OF DENVER",154
"1727","CITY OF DURANGO",80
"1728","CITY OF GLENWOOD SPRINGS",119
"1729","CITY OF GRAND JUNCTION",93
"1730","CITY OF HENDERSON DETENTION CENTER",153
"1731","CITY OF HOUSTON, HARRIS CO, TX",5
"1732","CITY OF HOUSTON, TX HARRIS COUNTY, TX",9
"1733","CITY OF LAS VEGAS DETENTION CENTER",1410
"1734","CITY OF PUEBLO",141
"1735","CITY OF READING POLICE DEPARTMENT - READING, PA",1
"1736","CLACKAMAS COUNTY JAIL",17
"1737","CLADOC",1
"1738","CLAIBORNE COUNTY JAIL, TN",3
"1739","CLALLAM BAY CORRECTIONS",20
"1740","CLALLAM COUNTY JAIL",6
"1741","CLARE COUNTY JAIL, HARRISON, MI",1
"1742","CLARENDON COUNTY DEPT. OF JUVENILE JUSTICE",1
"1743","CLARENDON COUNTY DETENTION CENTER",36
"1744","CLARENDON COUNTY PROBATION & PAROLE OFFICE	",1
"1745","CLARENDON COUNTY, SC",1
"1746","CLARINDA CORRECTIONAL FACILITY, IA",1
"1747","CLARION COUNTY CORRECTIONAL FACILITY",1
"1748","CLARK COUNTY DETENTION CENTER",2075
"1749","CLARK COUNTY DETENTION CENTER, KY",45
"1750","CLARK COUNTY JAIL",173
"1751","CLARK COUNTY JAIL ID",3
"1752","CLARK COUNTY SHERIFF'S OFFICE, INDIANA",404
"1753","CLARK COUNTY SHERIFFS OFFICE, ASHLAND, KANSAS",2
"1754","CLARK PD",1
"1755","CLARKE COUNTY IOWA",13
"1756","CLARKE COUNTY JAIL, AL",1
"1757","CLARKESVILLE, GA",5
"1758","CLARKSTON, GA",5
"1759","CLARKSTON, MICHIGAN",8
"1760","CLAY CO JAIL, VERMILLION, SD",1
"1761","CLAY COUNTY DETENTION CTR, KY",5
"1762","CLAY COUNTY GENERAL AREA",1
"1763","CLAY COUNTY JAIL, MN",13
"1764","CLAY COUNTY JAIL, TN",1
"1765","CLAY COUNTY SHERIFF'S OFFICE, INDIANA",8
"1766","CLAY COUNTY SHERIFFS OFFICE",4
"1767","CLAY COUNTY SHERIFFS OFFICE MISSOURI",56
"1768","CLAY COUNTY SHERIFFS OFFICE, CLAY CENTER, KANSAS",3
"1769","CLAY COUNTY, GA",3
"1770","CLAYTON COUNTY JAIL, IA",7
"1771","CLAYTON COUNTY, GA",263
"1772","CLAYTON POLICE DEPARTMENT, MISSOURI",1
"1773","CLAYTON PROBATION OFFICE",2
"1774","CLAYTON, GA",13
"1775","CLEAR CREEK COUNTY",1
"1776","CLEAR CREEK COUNTY JAIL",7
"1777","CLEAR LAKE, TEXAS",1
"1778","CLEARFIELD COUNTY PRISON",3
"1779","CLEBURNE COUNTY JAIL",15
"1780","CLEBURNE POLICE DEPARTMENT",1
"1781","CLEMENTON POLICE DEPARTMENT",3
"1782","CLERMONT COUNTY JAIL",18
"1783","CLEVELAND COUNTY JAIL",71
"1784","CLEVELAND COUNTY, NC",3
"1785","CLEVELAND ERO OFFICE",681
"1786","CLEVELAND, GA",2
"1787","CLEVELAND, TEXAS",34
"1788","CLIFFSIDE PARK PD",11
"1789","CLIFTON CITY",3
"1790","CLIFTON PD",25
"1791","CLIFTON, COLORADO",2
"1792","CLINTON COUNTY",1
"1793","CLINTON COUNTY CORRECTIONAL FACILITY",5
"1794","CLINTON COUNTY JAIL",9
"1795","CLINTON COUNTY JAIL, IA",8
"1796","CLINTON COUNTY JAIL, ST. JOHNS, MI",13
"1797","CLINTON COUNTY SHERIFF'S OFFICE, INDIANA",66
"1798","CLINTON COUNTY SHERIFFS DEPARTMENT, ILLINOIS",15
"1799","CLINTON COUNTY SHERIFFS OFFICE MISSOURI",7
"1800","CLINTON COUNTY, KY",1
"1801","CLINTON DISTRICT COURT",4
"1802","CLINTON PD",3
"1803","CLINTON POLICE DEPT",1
"1804","CLINTON TOWNSHIP, MICHIGAN",20
"1805","CLINTON TWP PD",1
"1806","CLM GENERAL AREA, NON-SPECIFIC",3445
"1807","CLOSTER PD",1
"1808","CLOUD COUNTY SHERIFFS OFFICE, CONCORDIA, KANSAS",2
"1809","CLOVERDALE POLICE DEPARTMENT",1
"1810","CLUTE POLICE DEPT, BRAZORIA CO, TX",1
"1811","CLUTE POLICE DEPT, BRAZORIA COUNTY, TX",5
"1812","CMF VACAVILLE",44
"1813","CNG GENERAL AREA, NON-SPECIFIC",688
"1814","CNJ GENERAL AREA, NON-SPECIFIC",1
"1815","CNT GENERAL AREA, NON-SPECIFIC",1
"1816","COA GENERAL AREA, NON-SPECIFIC",1
"1817","COALINGA POLICE DEPARTMENT",7
"1818","COBB COUNTY JAIL - 287(G)",1764
"1819","COBB COUNTY STATE COURT PROBATION",4
"1820","COBB COUNTY, GA",132
"1821","COBURN AVE, ORLANDO, FL PROBATION AND PAROLE, FL DOC # 096 #09A#091",75
"1822","COCHRAN COUNTY JAIL",11
"1823","COCKE COUNTY JAIL, TN",13
"1824","COCKRELL HILL POLICE DEPARTMENT",9
"1825","COCOA, FL PROBATION AND PAROLE, FL DOC #182",4
"1826","CODINGTON CO DET CENT, WATERTOWN, SD",27
"1827","COFFEE COUNTY GA",53
"1828","COFFEE COUNTY JAIL, TN",39
"1829","COFFEE COUNTY, GA",2
"1830","COFFEE CREEK CORRECTIONAL",42
"1831","COFFEE CREEK CORRECTIONAL FACILITY (CCCF) & STATE INTAKE",1
"1832","COFFEEWOOD CORRECTIONAL CENTER - VA",10
"1833","COFFEEWOOD CORRECTIONAL CENTER-VA",2
"1834","COFFEY COUNTY SHERIFFS OFFICE KANSAS",2
"1835","COHOES POLICE DEPARTMENT NY STATE",1
"1836","COHUTTA, GA",1
"1837","COLDWATER, MICHIGAN",9
"1838","COLE COUNTY SHERIFFS OFFICE MISSOURI",16
"1839","Coleman County, TX At Large",1
"1840","Coleman County, TX Jail",2
"1841","COLES COUNTY SHERIFF'S OFFICE, IL",2
"1842","COLFAX COUNTY DETENTION CENTER, RATON, NM",2
"1843","COLLEGE PARK, GA (FULTON COUNTY)",10
"1844","COLLETON COUNTY JAIL",56
"1845","COLLETON COUNTY, SC",2
"1846","COLLEYVILLE POLICE DEPARTMENT",5
"1847","COLLIN COUNTY GENERAL AREA",158
"1848","COLLIN COUNTY JAIL",732
"1849","COLLINGSWORTH COUNTY",4
"1850","COLLINSVILLE, ILLINOIS POLICE DEPARTMENT",9
"1851","COLONIAL DRIVE A,B, C, D ORLANDO, FL PROBATION & PAROLE, FL DOC #092,097,09B",24
"1852","COLONIE POLICE DEPARTMENT",2
"1853","COLORADO COUNTY JAIL, COLUMBUS, TX",72
"1854","COLORADO COUNTY PROBATION, COLUMBUS, TX",7
"1855","COLORADO DEPARTMENT OF CORRECTIONS",909
"1856","COLORADO DEPARTMENT OF CORRECTIONS ADULT PAROLE",12
"1857","COLORADO STATE PATROL",2
"1858","COLQUITT COUNTY JAIL, GA",23
"1859","COLQUITT COUNTY, GA",1
"1860","COLQUITT, GA",4
"1861","COLUMBIA COUNTY",13
"1862","COLUMBIA COUNTY JAIL",12
"1863","COLUMBIA COUNTY PRISON",5
"1864","COLUMBIA COUNTY PROBATION",2
"1865","COLUMBIA COUNTY SHERIFFS OFFICE",4
"1866","COLUMBIA COUNTY, GA",28
"1867","COLUMBIA RIVER CORRECTIONAL INSTITUTION (CRCI)",2
"1868","COLUMBIANA COUNTY JAIL",7
"1869","Columbus County Jail",13
"1870","COLUMBUS COUNTY JAIL",1
"1871","Columbus County Probation 110 W. Smith St. Whiteville, NC",2
"1872","Columbus County, NC",5
"1873","Columbus DOC",16
"1874","COLUMBUS, GA",11
"1875","COLUSA COUNTY JAIL",5
"1876","COMAL COUNTY JAIL - TX0460000",94
"1877","COMANCHE COUNTY JAIL",23
"1878","COMM CORRECTIONAL CENTER-OMAHA, NE",7
"1879","Commerce Township, MI",3
"1880","COMMERCE, GA",4
"1881","COMPTON SHERIFF DEPT, COMPTON, CA",1
"1882","CONCORD DISTRICT COURT",5
"1883","CONCORD POLICE DEPARTMENT",5
"1884","CONCORD POLICE DEPT",3
"1885","CONEJOS COUNTY JAIL",2
"1886","CONEJOS COUNTY, CO",2
"1887","CONROE POLICE DEPT, MONTGOMERY CO, TX",5
"1888","CONROE POLICE DEPT, MONTGOMERY COUNTY, TX",7
"1889","CONROE, TEXAS",136
"1890","CONTRA COSTA COUNTY JAIL MAIN- CA",99
"1891","CONTRA COSTA COUNTY JAIL WEST-CA",82
"1892","CONVERSE COUNTY JAIL, DOUGLAS, WYOMING",12
"1893","CONVERSE COUNTY PROBATION OFFICE",1
"1894","CONVERSE COUNTY, WYOMING",30
"1895","CONWAY COUNTY JAIL",4
"1896","CONYERS PAROLE",3
"1897","CONYERS PROBATION OFFICE",6
"1898","CONYERS, GA",66
"1899","COOK COUNTY GENERAL AREA",2
"1900","COOK COUNTY JAIL",6
"1901","COOK COUNTY JAIL, GA",4
"1902","COOK COUNTY JAIL, MN",2
"1903","COOKE COUNTY SHERIFFS OFFICE",79
"1904","COOLIDGE, GA",2
"1905","COOPER COUNTY SHERIFFS OFFICE MISSOURI",4
"1906","COOPER STREET CORRECTIONAL FACILITY, JACKSON, MI",37
"1907","COOS COUNTY JAIL",3
"1908","COOS COUNTY NH",2
"1909","COPIAH COUNTY, MS",18
"1910","COPPELL POLICE DEPARTMENT",5
"1911","CORCORAN POLICE DEPARTMENT",2
"1912","CORCORAN STATE PRISON",96
"1913","CORDELE, GA",1
"1914","CORNELIA, GA",3
"1915","CORNELL - AIRPARK",1
"1916","CORNELL - CEDAR HILL",1
"1917","CORNELL - FLIGHTLINE",2
"1918","CORPUS CHRISTI POLICE DEPT, NUECES CO, TX",61
"1919","CORPUS CHRISTI POLICE DEPT, NUECES COUNTY, TX",1
"1920","CORPUS CHRISTI, TEXAS",28
"1921","CORRECTIONAL CORPORATION OF AMERICA ? UNITED STATES MARSHALS SERVICE",67
"1922","CORRECTIONS CORPORATION OF AMERICA LEAVENWORTH KANSAS",45
"1923","CORRIGAN CORRECTIONAL INSTITUTION, UNCASVILLE, CT",12
"1924","CORSICANA CORRECTION CENTER",5
"1925","CORSON COUNTY JAIL, MCINTOSH, SD",3
"1926","CORTLAND COUNTY",1
"1927","Cortland County Jail",1
"1928","CORTLAND COUNTY JAIL",4
"1929","Cortland County Sheriff",3
"1930","Cortland Police Department",9
"1931","CORYELL COUNTY JAIL, GATESVILLE, TEXAS",12
"1932","COSHOCTON COUNTY MUNICIPAL COURT PROBATION",1
"1933","COSTILLA COUNTY JAIL",3
"1934","COSTILLA COUNTY PROBATION OFFICE",1
"1935","COSTILLA COUNTY, CO",7
"1936","COTTON COUNTY JAIL",10
"1937","COTTONWOOD CO JAIL, WINDOM, MN",17
"1938","COTTONWOOD COUNTY JAIL, MN",1
"1939","COVINA POLICE DEPT, COVINA, CA",5
"1940","COVINGTON COUNTY JAIL, MS",1
"1941","COVINGTON PROBATION OFFICE",5
"1942","COVINGTON, GA",24
"1943","COWETA COUNTY PROBATION",1
"1944","COWETA COUNTY, GA",153
"1945","COWLEY COUNTY SHERIFFS OFFICE, WINFIELD, KANSAS",19
"1946","COWLITZ COUNTY JAIL",21
"1947","COWLITZ COUNTY JUVENILE FACILITY",1
"1948","COYOTE RIDGE CORRECTIONS",197
"1949","CPT GENERAL AREA, NON-SPECIFIC",142
"1950","CRAIG COUNTY JAIL",11
"1951","CRAIGHEAD COUNTY JAIL",81
"1952","CRANBURY PD",4
"1953","CRANE COUNTY JAIL",3
"1954","CRANFORD PD",1
"1955","CRANSTON PD",1
"1956","CRAVEN COUNTY FUGITIVE OPERATIONS",1
"1957","CRAVEN COUNTY JAIL",11
"1958","CRAWFORD COUNTY JAIL",7
"1959","CRAWFORD COUNTY JAIL, GRAYLING, MI",3
"1960","CRAWFORD COUNTY SHERIFF'S DEPARTMENT",3
"1961","CRAWFORD COUNTY SHERIFF'S OFFICE, INDIANA",2
"1962","CRAWFORD COUNTY SHERIFFS OFFICE, KANSAS",3
"1963","CRAWFORD COUNTY, GA",1
"1964","CRAWFORDVILLE, GA",1
"1965","CRE GENERAL AREA, NON-SPECIFIC",6
"1966","CREEK COUNTY JAIL",9
"1967","CREVE CEOUR POLICE DEPARTMENT",2
"1968","CRI GENERAL AREA, NON-SPECIFIC",430
"1969","CRIMINAL ALIEN PROGRAM",4
"1970","CRIMINAL CASE MONITORING",1
"1971","CRIMINAL JUSTICE CENTER PECOS",3
"1972","CRIMINAL JUSTICE COMPLEX, CHA, VI",2
"1973","CRISP COUNTY JAIL, GA",43
"1974","Crittenden County Jail",2
"1975","Crockett County, TX Jail",2
"1976","CROCKETT, TEXAS",9
"1977","CROOK COUNTY JAIL",5
"1978","CROOK COUNTY JAIL, SUNDANCE, WYOMING",2
"1979","CROSBY COUNTY JAIL",2
"1980","CROSS COUNTY JAIL",2
"1981","CROW WING COUNTY JAIL, MN",2
"1982","CROW WING COUNTY, MN",3
"1983","CROWLEY POLICE DEPARTMENT",1
"1984","CROWN MOUNTAIN",8
"1985","CRP GENERAL AREA, NON-SPECIFIC",1129
"1986","CSP FOLSOM",138
"1987","CSP HIGH DESERT",30
"1988","CSP MULE CREEK",1
"1989","CSP SACRAMENTO",28
"1990","CSP SOLANO",108
"1991","CT STATE POLICE TROOP A, SOUTHBURY, CT",1
"1992","CT STATE POLICE TROOP C, TOLLAND, CT",1
"1993","CT STATE POLICE TROOP D, DANIELSON, CT",2
"1994","CT STATE POLICE TROOP G, BRIDGEPORT, CT",1
"1995","CT STATE POLICE TROOP H, HARTFORD, CT",3
"1996","CT STATE POLICE TROOP L, LITCHFIELD, CT",1
"1997","CUBULSKI CORRECTIONAL INSTITUTION, ENFIELD, CT",2
"1998","CULPEPER COUNTY JAIL - VA",40
"1999","CUMBERLAND COUNTY FUGITIVE OPERATIONS",13
"2000","CUMBERLAND COUNTY JAIL",61
"2001","CUMBERLAND COUNTY JAIL, PORTLAND",19
"2002","CUMBERLAND COUNTY JAIL, TN",6
"2003","CUMBERLAND COUNTY PROBATION",1
"2004","CUMBERLAND COUNTY SHERIFF",5
"2005","CUMBERLAND COUNTY, NEW JERSEY",181
"2006","CUMMING PROBATION OFFICE",27
"2007","CUMMING, GA",101
"2008","CURRITUCK COUNTY JAIL",3
"2009","CUSTER COUNTY JAIL",22
"2010","CUSTER COUNTY JAIL ID",1
"2011","CUSTER COUNTY, CO",5
"2012","CUYAHOGA COUNTY JAIL",184
"2013","D - BROWN COUNTY GENERAL AREA",32
"2014","D - BROWN COUNTY JAIL",135
"2015","D - DOOR COUNTY GENERAL AREA",10
"2016","D - DOOR COUNTY JAIL",4
"2017","D - KEWAUNEE COUNTY GENERAL AREA",8
"2018","D - KEWAUNEE COUNTY JAIL",6
"2019","D - LANGLADE COUNTY JAIL",5
"2020","D - MARINETTE COUNTY JAIL",4
"2021","D - OCONTO COUNTY GENERAL AREA",1
"2022","D - OUTAGAMIE COUNTY GENERAL AREA",20
"2023","D - OUTAGAMIE COUNTY JAIL",29
"2024","D - SHAWANO COUNTY GENERAL AREA",1
"2025","D - SHAWANO COUNTY JAIL",4
"2026","D - WAUPACA COUNTY JAIL",7
"2027","D - WI DOC - GREEN BAY CORRECTIONAL INSTITUTION",1
"2028","D RAY JAMES BOP",5
"2029","D. RAY JAMES",2438
"2030","DACULA, GA",5
"2031","DADE COUNTY, GA",12
"2032","DAGGETT COUNTY JAIL - UT",1
"2033","DAHLONEGA, GA",2
"2034","DAK GENERAL AREA, NON-SPECIFIC",14
"2035","DAKOTA COUNTY JAIL, MN",289
"2036","DAKOTA WOMENS CORRECTIONN AND REHAB CENTER,ND",1
"2037","DAL COUNTY JAIL",5895
"2038","DAL GENERAL AREA, NON-SPECIFIC",10
"2039","DALLAM COUNTY",99
"2040","DALLAM COUNTY JAIL",1
"2041","DALLAS COUNTY DISTRICT ATTORNEY'S OFFICE",5
"2042","DALLAS COUNTY GENERAL AREA",7468
"2043","DALLAS COUNTY IOWA",25
"2044","DALLAS COUNTY JAIL",4
"2045","DALLAS COUNTY JAIL, AL",1
"2046","DALLAS COUNTY SHERIFFS OFFICE, MISSOURI",1
"2047","DALLAS DISTRICT OFFICE",35
"2048","DALLAS POLICE DEPARTMENT",282
"2049","DALLAS, GA",3
"2050","DALTON PROBATION OFFICE",4
"2051","DALTON, GA (WHITFIELD COUNTY)",41
"2052","DALWORTHINGTON GARDENS POLICE DEPARTMENT",6
"2053","DAMASCUS, GA (GORDON COUNTY)",1
"2054","DANBURY JUDICIAL MARSHAL'S LOCKUP",5
"2055","DANBURY, CT",83
"2056","DANBURY, CT POLICE DEPARTMENT",10
"2057","DANIELSVILLE, GA",3
"2058","DANVILLE CITY JAIL FARM-VA",1
"2059","DANVILLE CITY JAIL-VA",14
"2060","DANVILLE CORRECTIONAL CENTER, IL (ILLINOIS DOC)",4
"2061","DANVILLE POLICE DEPARTMENT - DANVILLE, PA",1
"2062","DAPHNE PD, AL",3
"2063","DARE COUNTY JAIL",33
"2064","DARIEN, CT POLICE DEPARTMENT",1
"2065","DARKE COUNTY JAIL",6
"2066","DARLINGTON COUNTY DETENTION CENTER",1
"2067","DARLINGTON COUNTY, SC",49
"2068","Darrell B. Hester Juvenil Detention Center",18
"2069","DAVIDSON COUNTY JAIL",48
"2070","DAVIDSON COUNTY JAIL, TN",696
"2071","DAVIDSON COUNTY, NC",4
"2072","DAVIE COUNTY JAIL",12
"2073","DAVIE COUNTY, NC",3
"2074","Daviess County Detention Center",77
"2075","DAVIESS COUNTY DETENTION CTR, KY",17
"2076","DAVIESS COUNTY SHERIFF'S OFFICE, WASHINGTON, INDIANA",27
"2077","DAVIESS COUNTY SHERIFFS OFFICE MISSOURI",12
"2078","DAVIS COUNTY JAIL - UT",193
"2079","DAVISON CO JAIL, MITCHELL, SD",32
"2080","DAWES COUNTY JAIL, NE",2
"2081","DAWSON COUNTY JAIL",10
"2082","DAWSON COUNTY JAIL MT",3
"2083","DAWSON COUNTY JAIL, NE",76
"2084","DAWSON COUNTY, GA",16
"2085","DAWSON, GA",1
"2086","DAWSONVILLE, GA",11
"2087","DAY CO JAIL, WEBSTER, SD",3
"2088","DAYTON, TEXAS",21
"2089","DAYTONA BEACH MAIN, FL PROBATION & PAROLE, FL DOC #070",2
"2090","DAYTONA BEACH MAIN, FL PROBATION & PAROLE, FL DOC #070,077",5
"2091","DAYTONA BEACH, FL PROBATION & PAROLE, FL DOC #070,077",6
"2092","DC JAIL - CENTRAL DETENTION - CENTRAL TREATMENT - DISTRICT OF COLUMBIA - DC",179
"2093","DEA STRIKEFORCE",19
"2094","DEADWOOD, SOUTH DAKOTA",2
"2095","DEAF SMITH COUNTY",165
"2096","DEAF SMITH COUNTY JAIL",9
"2097","DEARBORN COUNTY SHERIFF'S OFFICE, INDIANA",3
"2098","Dearborn Heights",2
"2099","DEARBORN HEIGHTS POLICE DEPARTMENT",2
"2100","DEARBORN HEIGHTS, MICHIGAN",24
"2101","DEARBORN POLICE DEPARTMENT",15
"2102","DEARBORN, MI",41
"2103","DECATUR CORRECTIONAL CENTER, (ILLINOIS DOC)",3
"2104","DECATUR COUNTY JAIL, GA",5
"2105","DECATUR COUNTY SHERIFF'S OFFICE, INDIANA",3
"2106","DECATUR COUNTY, GA",3
"2107","DECATUR POLICE DEPARTMENT",4
"2108","DECATUR, GA",43
"2109","DECATUR, MICHIGAN",2
"2110","DEDHAM DISTRICT COURT",9
"2111","DEEP MEADOW CORRECTIONAL CENTER-VA",3
"2112","DEER PARK POLICE DEPT, HARRIS CO, TX",4
"2113","DEER PARK POLICE DEPT, HARRIS COUNTY, TX",12
"2114","DEERFIELD CORRECTIONAL CENTER - VA",1
"2115","DEERFIELD CORRECTIONAL CENTER-VA",1
"2116","DEFERRED INSPECTIONS OFFICE",1
"2117","Defiance County, OH",15
"2118","DEKALB CENTRAL PROBATION OFFICE",4
"2119","DEKALB COUNTY JAIL, TN",3
"2120","DEKALB COUNTY SHERIFF'S OFFICE, IL",4
"2121","DEKALB COUNTY SHERIFF'S OFFICE, INDIANA",4
"2122","DEKALB COUNTY SHERIFFS OFFICE MISSOURI",1
"2123","DEKALB COUNTY STATE COURT PROBATION",1
