"","aor","apprehension_landmark","total"
"2039","CHI","LOGAN CORR. CENTER, IL (ILLINOIS DOC)",16
"2040","CHI","LOGAN COUNTY DETENTION CENTER",1
"2041","CHI","LOGAN COUNTY DETENTION CTR, KY",7
"2042","CHI","LOGAN COUNTY SHERIFF'S OFFICE, IL",1
"2043","CHI","LOU GENERAL AREA, NON-SPECIFIC",219
"2044","CHI","LOUISVILLE CAP STREET ARREST",871
"2045","CHI","LOUISVILLE FUGITIVE OPS ARREST",1659
"2046","CHI","LOUISVILLE METRO CORRECTIONS, KY",561
"2047","CHI","LRD GENERAL AREA, NON-SPECIFIC",1
"2048","CHI","LYON COUNTY SHERIFFS OFFICE KANSAS",14
"2049","CHI","MACON COUNTY SHERIFF'S DEPARTMENT, MISSOURI",4
"2050","CHI","MACON COUNTY SHERIFF'S OFFICE, IL",1
"2051","CHI","MADISON COUNTY DETENTION CTR, KY",20
"2052","CHI","MADISON COUNTY SHERIFF'S DEPARTMENT, ILLINOIS",26
"2053","CHI","MADISON COUNTY SHERIFF'S DEPARTMENT, MISSOURI",3
"2054","CHI","MADISON COUNTY SHERIFF'S OFFICE, INDIANA",21
"2055","CHI","MANCHESTER POLICE DEPARTMENT, MISSOURI",2
"2056","CHI","MARION COUNTY DETENTION CTR, KY",40
"2057","CHI","MARION COUNTY SHERIFF'S DEPARTMENT, MISSOURI",6
"2058","CHI","MARION COUNTY SHERIFF'S OFFICE, IL",1
"2059","CHI","MARION COUNTY SHERIFF'S OFFICE, INDIANAPOLIS, INDIANA",581
"2060","CHI","MARION COUNTY SHERIFFS OFFICE, MARION, KANSAS",3
"2061","CHI","MARION USP, IL (BOP)",7
"2062","CHI","Markham PD, IL",1
"2063","CHI","MARSHALL COUNTY SHERIFF'S OFFICE, INDIANA",14
"2064","CHI","MARYLAND HEIGHTS POLICE, DEPARTMENT, MISSOURI",4
"2065","CHI","MASON COUNTY DETENTION CTR, KY",10
"2066","CHI","MCC BOP",1
"2067","CHI","MCCRACKEN COUNTY COUNTY JAIL, KY",24
"2068","CHI","MCCREARY COUNTY JAIL, KY",1
"2069","CHI","MCDONALD COUNTY SHERIFFS OFFICE, MISSOURI",3
"2070","CHI","MCHENRY COUNTY SHERIFF'S OFFICE, IL",61
"2071","CHI","MCLEAN COUNTY SHERIFF'S OFFICE, IL",1
"2072","CHI","MCPHERSON COUNTY SHERIFFS OFFICE, MCPERSON, KANSAS",2
"2073","CHI","MEADE COUNTY SHERIFFS OFFICE, MEADE, KANSAS",13
"2074","CHI","MENARD CORR. CENTER, IL (ILLINOIS DOC)",3
"2075","CHI","MENARD COUNTY SHERIFF'S OFFICE, IL",1
"2076","CHI","MGA GENERAL AREA, NON-SPECIFIC",1
"2077","CHI","MIAMI COUNTY SHERIFFS OFFICE KANSAS",5
"2078","CHI","MIL GENERAL AREA, NON-SPECIFIC",501
"2079","CHI","MILLER COUNTY SHERIFFS OFFICE MISSOURI",9
"2080","CHI","MISSISSIPPI COUNTY SHERIFF'S DEPARTMENT, MISSOURI",1
"2081","CHI","MISSOURI PROBATION & PAROLE DISTRICT 10",2
"2082","CHI","MISSOURI PROBATION & PAROLE DISTRICT 43",5
"2083","CHI","MISSOURI PROBATION & PAROLE DISTRICT 9",3
"2084","CHI","MITCHELL COUNTY SHERIFFS OFFICE, BELOIT, KANSAS",3
"2085","CHI","MOBERLY CORRECTIONAL CENTER, MISSOURI DEPARTMENT OF CORRECTIONS",14
"2086","CHI","MONETT POLICE DEPARTMENT, MISSOURI",2
"2087","CHI","MONITEAU COUNTY SHERIFFS OFFICE MISSOURI",6
"2088","CHI","MONROE COUNTY CORRECTION CTR, KY",2
"2089","CHI","MONROE COUNTY SHERIFF'S DEPARTMENT, ILLINOIS",2
"2090","CHI","MONROE COUNTY SHERIFF'S DEPARTMENT, MISSOURI",1
"2091","CHI","MONROE COUNTY SHERIFF'S OFFICE, BLOOMINGTON, INDIANA",12
"2092","CHI","MONTGOMERY COUNTY REGIONAL JAIL, KY",19
"2093","CHI","MONTGOMERY COUNTY SHERIFF'S DEPARTMENT, MISSOURI",4
"2094","CHI","MONTGOMERY COUNTY SHERIFF'S OFFICE, INDIANA",16
"2095","CHI","MONTGOMERY COUNTY SHERIFFS OFFICE, KANSAS",4
"2096","CHI","MORGAN COUNTY SHERIFF'S OFFICE, INDIANA",20
"2097","CHI","MORGAN COUNTY SHERIFFS OFFICE MISSOURI",3
"2098","CHI","MORTON COUNTY SHERIFFS OFFICE, ELKHART, KANSAS",9
"2099","CHI","MUHLENBURG COUNTY, KY",11
"2100","CHI","NELSON COUNTY JAIL, KY",23
"2101","CHI","NEMAHA COUNTY SHERIFFS OFFICE KANSAS",1
"2102","CHI","NEOSHO COUNTY SHERIFFS OFFICE, KANSAS",3
"2103","CHI","NEVADA DEPARTMENT OF CORRECTIONS",1
"2104","CHI","NEW MADRID COUNTY SHERIFF'S DEPARTMENT, MISSOURI",1
"2105","CHI","NEWTON COUNTY SHERIFF'S OFFICE, INDIANA",2
"2106","CHI","NEWTON COUNTY SHERIFFS OFFICE, MISSOURI",13
"2107","CHI","NOBLE COUNTY SHERIFF'S OFFICE, INDIANA",20
"2108","CHI","NODAWAY COUNTY SHERIFFS OFFICE MISSOURI",2
"2109","CHI","NON-DETAINED FACILITY ARREST",2
"2110","CHI","NORTHEAST CORRECTIONAL CENTER, MISSOURI DEPARTMENT OF CORRECTIONS",19
"2111","CHI","O'FALLON POLICE DEPARTMENT, MISSOURI",8
"2112","CHI","OHIO COUNTY DETENTION CTR, KY",8
"2113","CHI","OLDHAM COUNTY JAIL, KY",113
"2114","CHI","OMA GENERAL AREA, NON-SPECIFIC",2
"2115","CHI","ORANGE COUNTY SHERIFF'S OFFICE, INDIANA",3
"2116","CHI","OTTAWA COUNTY SHERIFFS OFFICE, MINNEAPOLIS, KANSAS",1
"2117","CHI","OVERLAND POLICE DEPARTMENT, MISSOURI",25
"2118","CHI","OWEN COUNTY SHERIFF'S OFFICE, INDIANA",3
"2119","CHI","OZARK COUNTY SHERIFFS OFFICE, MISSOURI",2
"2120","CHI","PARKE COUNTY SHERIFF'S OFFICE, INDIANA",10
"2121","CHI","PAWNEE COUNTY SHERIFFS OFFICE, LARNED, KANSAS",2
"2122","CHI","PEKIN FEDERAL CORR. INSTITUTE, (BOP)",20
"2123","CHI","PEMISCOT COUNTY SHERIFF'S DEPARTMENT, MISSOURI",2
"2124","CHI","PERRY COUNTY DETENTION CTR, KY",1
"2125","CHI","PERRY COUNTY SHERIFF'S DEPARTMENT, MISSOURI",8
"2126","CHI","PERRY COUNTY SHERIFF'S OFFICE, INDIANA",4
"2127","CHI","PERRYVILLE POLICE DEPARTMENT, MISSOURI",2
"2128","CHI","PETTIS COUNTY SHERIFFS OFFICE MISSOURI",18
"2129","CHI","PHELPS COUNTY SHERIFF'S COUNTY, MISSOURI",2
"2130","CHI","PIKE COUNTY DETENTION CTR, KY",6
"2131","CHI","PIKE COUNTY SHERIFF'S DEPARTMENT, MISSOURI",3
"2132","CHI","PIKE COUNTY SHERIFF'S OFFICE, INDIANA",5
"2133","CHI","PINCKNEYVILLE CORR. CENTER, IL (ILLINOIS DOC)",1
"2134","CHI","PLATTE COUNTY SHERIFFS OFFICE MISSOURI",13
"2135","CHI","POLK COUNTY SHERIFFS OFFICE, MISSOURI",1
"2136","CHI","PONTIAC CORR. CENTER, IL (ILLINOIS DOC)",218
"2137","CHI","PONTIAC CORRECTIONAL CENTER, IL",4
"2138","CHI","PONTOON BEACH, ILLINOIS POLICE DEPARTMENT",1
"2139","CHI","PORTER COUNTY SHERIFF'S OFFICE, IN",4
"2140","CHI","POTTAWATOMIE  COUNTY SHERIFFS OFFICE KANSAS",7
"2141","CHI","POWELL COUNTY JAIL, KY",3
"2142","CHI","PRATT COUNTY SHERIFFS OFFICE, PRATT, KANSAS",4
"2143","CHI","PROBATION AND PAROLE, COOK COUNTY, IL",1
"2144","CHI","PROBATION OFFICE CLINTON COUNTY ILLINOIS",3
"2145","CHI","PULASKI COUNTY DETENTION CTR, KY",51
"2146","CHI","PULASKI COUNTY SHERIFF'S OFFICE, IL",8
"2147","CHI","PULASKI COUNTY SHERIFF'S OFFICE, INDIANA",1
"2148","CHI","PULASKI COUNTY SHERIFFS OFFICE, MISSOURI",2
"2149","CHI","PULASKI COUNTY, KY",2
"2150","CHI","PUTNAM COUNTY SHERIFF'S OFFICE, INDIANA",5
"2151","CHI","RANDOLPH COUNTY SHERIFF'S DEPARTMENT, ILLINOIS",7
"2152","CHI","RANDOLPH COUNTY SHERIFF'S OFFICE, INDIANA",20
"2153","CHI","RAWLINS COUNTY SHERIFFS OFFICE, ATWOOD, KANSAS",2
"2154","CHI","RAY COUNTY SHERIFFS OFFICE MISSOURI",1
"2155","CHI","REN GENERAL AREA, NON-SPECIFIC",1
"2156","CHI","RENO COUNTY SHERIFFS OFFICE, HUTCHINSON, KANSAS",15
"2157","CHI","REYNOLDS COUNTY SHERIFF'S DEPARTMENT, MISSOURI",1
"2158","CHI","RICE COUNTY SHERIFFS OFFICE, LYONS, KANSAS",2
"2159","CHI","RII GENERAL AREA, NON-SPECIFIC",255
"2160","CHI","RILEY COUNTY SHERIFFS OFFICE KANSAS",12
"2161","CHI","RIPLEY COUNTY SHERIFF'S OFFICE, VERSAILLES, INDIANA",3
"2162","CHI","ROCKCASTLE COUNTY DETENTION CTR, KY",1
"2163","CHI","ROOKS COUNTY SHERIFFS OFFICE, STOCKTON, KANSAS",3
"2164","CHI","ROWAN COUNTY DETENTION CTR, KY",10
"2165","CHI","RUSH COUNTY SHERIFFS OFFICE, LACROSSE, KANSAS",1
"2166","CHI","RUSSELL COUNTY JAIL, KY",37
"2167","CHI","RUSSELL COUNTY SHERIFFS OFFICE, RUSSELL, KANSAS",5
"2168","CHI","SAINT CLAIR COUNTY, ILLINOIS PROBATION AND PAROLE",1
"2169","CHI","SALINE COUNTY SHERIFFS OFFICE MISSOURI",6
"2170","CHI","SALINE COUNTY SHERIFFS OFFICE, SALINA, KANSAS",16
"2171","CHI","SANGAMON COUNTY SHERIFF'S OFFICE, IL",3
"2172","CHI","SCOTT COUNTY DETENTION CTR, KY",19
"2173","CHI","SCOTT COUNTY SHERIFF'S DEPARTMENT, MISSOURI",2
"2174","CHI","SCOTT COUNTY SHERIFF'S OFFICE, INDIANA",6
"2175","CHI","SCOTT COUNTY SHERIFFS OFFICE, SCOTT CITY, KANSAS",3
"2176","CHI","SEATTLE NON-DETAINED DOCKET",1
"2177","CHI","SEDGWICK COUNTY SHERIFFS OFFICE, WICHITA, KANSAS",154
"2178","CHI","SEWARD COUNTY SHERIFFS OFFICE, LIBERAL, KANSAS",131
"2179","CHI","SHANNON COUNTY SHERIFF'S DEPARTMENT, MISSOURI",1
"2180","CHI","SHAWNEE CORR CENTER, (ILLINOIS DOC)",9
"2181","CHI","SHAWNEE COUNTY SHERIFFS OFFICE KANSAS",56
"2182","CHI","SHELBY COUNTY DETENTION CTR, KY",169
"2183","CHI","SHELBY COUNTY SHERIFF'S OFFICE, INDIANA",51
"2184","CHI","SHERMAN COUNTY SHERIFFS OFFICE, GOODLAND, KANSAS",1
"2185","CHI","SIMPSON COUNTY DETENTION CTR, KY",9
"2186","CHI","SKIESTON POLICE DEPARTMENT, MISSOURI",1
"2187","CHI","SOUTHERN DESERT CORRECTIONAL CENTER (NDOC)",1
"2188","CHI","SOUTHWEST CORRECTIONAL CENTER, MO DEPARTMENT OF CORRECTIONS",1
"2189","CHI","SPG GENERAL AREA, NON-SPECIFIC",301
"2190","CHI","SPM GENERAL AREA, NON-SPECIFIC",1
"2191","CHI","ST ANN  POLICE DEPARTMENT, MISSOURI",19
"2192","CHI","ST CHARLES CITY POLICE DEPARTMENT, MISSOURI",5
"2193","CHI","ST CHARLES COUNTY SHERIFF'S DEPARTMENT, MISSOURI",36
"2194","CHI","ST CHARLES PROBATION AND PAROLE DISTRICT 17, MISSOURI",1
"2195","CHI","ST CLAIR COUNTY SHERIFF'S DEPARTMENT, ILLINOIS",30
"2196","CHI","ST FRANCOIS COUNTY SHERIFF'S DEPARTMENT, MISSOURI",10
"2197","CHI","ST GENEVIEVE COUNTY SHERIFF'S DEPARTMENT, MISSOURI",2
"2198","CHI","ST GENEVIEVE POLICE DEPARTMENT, MISSOURI",5
"2199","CHI","ST JOHN POLICE DEPARTMENT, MISSOURI",11
"2200","CHI","ST JOSEPH MISSOURI AREA NON-CUSTODIAL ARREST",2
"2201","CHI","ST LOUIS CENTRAL PROBATION AND PAROLE DIST 7C, MISSOURI",1
"2202","CHI","ST LOUIS CITY POLICE DEPARTMENT, MISSOURI",12
"2203","CHI","ST LOUIS COMMUNITY RELEASE CENTER",1
"2204","CHI","ST LOUIS COUNTY POLICE DEPARTMENT, MISSOURI",44
"2205","CHI","ST LOUIS COUNTY SOUTH PROBATION AND PAROLE, DIST 8S, MISSOURI",1
"2206","CHI","ST LOUIS ICE OFFICE",23
"2207","CHI","ST LOUIS PROBATION AND PAROLE DISTRICT 7B, MISSOURI",1
"2208","CHI","ST LOUIS SOUTH PROBATION AND PAROLE, DIST 7S, MISSOURI",1
"2209","CHI","ST PETERS POLICE DEPARTMENT, MISSOURI",5
"2210","CHI","ST. CLAIR COUNTY SHERIFFS OFFICE MISSOURI",1
"2211","CHI","ST. JOSEPH COUNTY SHERIFF'S OFFICE, INDIANA",33
"2212","CHI","STANTON COUNTY SHERIFFS OFFICE, JOHNSON, KANSAS",3
"2213","CHI","STATESVILLE, ILLINOIS DEPT OF CORRECTIONS",571
"2214","CHI","STATEVILLE CORRECTIONAL CENTER, IL",4
"2215","CHI","STEUBEN COUNTY SHERIFF'S OFFICE, INDIANA",11
"2216","CHI","STEVENS COUNTY SHERIFFS OFFICE, HUGOTON, KANSAS",6
"2217","CHI","STL GENERAL NON-SPECIFIC",417
"2218","CHI","STODDARD COUNTY SHERIFF'S DEPARTMENT, MISSOURI",1
"2219","CHI","STONE COUNTY SHERIFFS OFFICE, MISSOURI",4
"2220","CHI","SULLIVAN COUNTY SHERIFFS OFFICE MISSOURI",3
"2221","CHI","SUMMIT POLICE DEPARTMENT, COOK COUNTY-IL",1
"2222","CHI","SUMNER COUNTY SHERIFFS OFFICE, WELLINGTON, KANSAS",5
"2223","CHI","TAFT FEDERAL CORRECTIONAL INSTITUTION",1
"2224","CHI","TANEY COUNTY SHERIFFS OFFICE, MISSOURI",13
"2225","CHI","TAYLOR COUNTY DETENTION CENTER",22
"2226","CHI","TAYLORVILLE CORRECTIONAL CENTER, (ILLINOIS DOC)",2
"2227","CHI","TAZEWELL COUNTY SHERIFF'S OFFICE, IL",1
"2228","CHI","TEXAS DEPT OF CRIMINAL JUSTICE, WALKER CO",1
"2229","CHI","TEXAS DOC SMITH",1
"2230","CHI","THOMAS COUNTY SHERIFFS OFFICE, COLBY, KANSAS",1
"2231","CHI","TIPPECANOE COUNTY SHERIFF'S OFFICE, INDIANA",56
"2232","CHI","TIPTON CORRECTIONAL FACILITY MISSOURI DEPARTMENT OF CORRECTIONS",2
"2233","CHI","TIPTON COUNTY SHERIFF'S OFFICE, INDIANA",2
"2234","CHI","TODD COUNTY JAIL, KY",8
"2235","CHI","TOPEKA CORRECTIONAL FACILITY KANSAS DEPARTMENT OF CORRECTIONS",2
"2236","CHI","TOPEKA KANSAS AREA NON-CUSTODIAL ARREST",11
"2237","CHI","TOWN AND COUNTRY POLICE DEPARTMENT, MISSOURI",6
"2238","CHI","TREGO COUNTY SHERIFFS OFFICE, WAKEENY, KANSAS",2
"2239","CHI","U.S. ARMY FT. LEONARD WOOD",13
"2240","CHI","UNION COUNTY JAIL, KY",1
"2241","CHI","UNITED STATES PRISON (BOP), INDIANA",44
"2242","CHI","US DISTRICT COURT EASTERN DISTRICT, MISSOURI (USMS, PROB)",14
"2243","CHI","US DISTRICT COURT SOUTHERN ILLINOIS (USMS, PROB)",14
"2244","CHI","US MEDICAL CENTER FOR FEDERAL PRISONERS, MISSOURI",38
"2245","CHI","USBOP CI-MOSHANNON VALLEY",4
"2246","CHI","USBOP FCI-ALLENWOOD",1
"2247","CHI","USMS EASTERN DISTRICT OF KY",105
"2248","CHI","USMS Northern District of Indiana",2
"2249","CHI","USMS Southern District of Indiana",5
"2250","CHI","USMS WESTERN DISTRICT OF KY",71
"2251","CHI","USP BIG SANDY, KY",9
"2252","CHI","VALLEY PARK POLICE DEPARTMENT, MISSOURI",1
"2253","CHI","VANDERBURGH COUNTY SHERIFF'S OFFICE, EVANSVILLE, IN",55
"2254","CHI","VCAS-PROBATION AND PAROLE",5
"2255","CHI","VCAS-STREET ARREST",2
"2256","CHI","VERNON COUNTY SHERIFFS OFFICE, MISSOURI",9
"2257","CHI","VIGO COUNTY SHERIFF'S OFFICE, TERRE HAUTE, INDIANA",9
"2258","CHI","WABASH COUNTY SHERIFF'S OFFICE, INDIANA",3
"2259","CHI","WABAUNSEE COUNTY SHERIFFS OFFICE KANSAS",3
"2260","CHI","WALKER COUNTY JAIL, HUNTSVILLE, TX",1
"2261","CHI","WALLACE COUNTY SHERIFFS OFFICE, SHARON SPRINGS, KANSAS",1
"2262","CHI","WARREN COUNTY DETENTION CTR, KY",155
"2263","CHI","WARREN COUNTY SHERIFF'S DEPARTMENT, MISSOURI",3
"2264","CHI","WARRICK COUNTY SHERIFF'S OFFICE, INDIANA",4
"2265","CHI","WASHINGTON  CO KS",1
"2266","CHI","WASHINGTON COUNTY SHERIFF, ILLINOIS",4
"2267","CHI","WASHINGTON COUNTY SHERIFF'S DEPARTMENT, MISSOURI",1
"2268","CHI","WASHINGTON COUNTY SHERIFF'S OFFICE, INDIANA",1
"2269","CHI","WASHINGTON COUNTY SHERIFFS OFFICE KANSAS",2
"2270","CHI","WAUBAUNSEE CO KS",1
"2271","CHI","Wayne County Detention Center",7
"2272","CHI","WAYNE COUNTY SHERIFF'S OFFICE, INDIANA",4
"2273","CHI","WAYNE COUNTY, KY",4
"2274","CHI","WEBB CITY POLICE DEPARTMENT, MISSOURI",3
"2275","CHI","Webster County Jail",2
"2276","CHI","WEBSTER COUNTY SHERIFFS OFFICE, MISSOURI",5
"2277","CHI","WELLS COUNTY SHERIFF'S OFFICE, INDIANA",9
"2278","CHI","WESTERN MISSOURI CORRECTIONAL FACILITY MISSOURI DEPARTMENT OF CORRECTIONS",12
"2279","CHI","WESTERN RECEPTION DIAGNOSTIC CORRECTIONAL CENTER MISSOURI DEPARTMENT OF CORRECTI",4
"2280","CHI","WESTVILLE CORRECTIONAL CENTER, IN (INDIANA DOC)",23
"2281","CHI","WHITE COUNTY SHERIFF'S OFFICE, INDIANA",9
"2282","CHI","WHITLEY COUNTY JAIL, KY",1
"2283","CHI","WIC GENERAL AREA, NON-SPECIFIC",1120
"2284","CHI","WILL COUNTY JAIL, IL",51
"2285","CHI","WILLIAMSON COUNTY SHERIFF'S OFFICE, IL",1
"2286","CHI","WINNEBAGO COUNTY SHERIFF'S OFFICE, IL",13
"2287","CHI","WINNEBAGO COUNTY, IL GENERAL AREA",18
"2288","CHI","WOMENS EASTERN RECEPTION CENTER,  MISSOURI",4
"2289","CHI","WOODFORD COUNTY DETENTION CTR, KY",48
"2290","CHI","WOODSON TERRACE POLICE DEPARTMENT, MISSOURI",1
"2291","CHI","WRIGHT COUNTY SHERIFFS OFFICE, MISSOURI",2
"2292","CHI","WYANDOTTE COUNTY SHERIFFS OFFICE KANSAS",115
"2293","CHI","XCH GENERAL AREA, NON-SPECIFIC",2
"2294","CHI","XIP GENERAL AREA, NON-SPECIFIC",1
"2295","CHI","XJA GENERAL AREA, NON-SPECIFIC",1
"2296","CHI","XSU GENERAL AREA, NON-SPECIFIC",1
"2297","CHI",NA,2103
"2298","DAL","ADAIR COUNTY JAIL",33
"2299","DAL","Adams County Correctional Center",1
"2300","DAL","ADDISON CITY JAIL",47
"2301","DAL","ALFALFA COUNTY JAIL",5
"2302","DAL","ALLEN POLICE DEPARTMENT",84
"2303","DAL","AMT GENERAL AREA, NON-SPECIFIC",24
"2304","DAL","ANDERSON COUNTY CRIM AT LARGE",8
"2305","DAL","ANDERSON COUNTY GEN AREA, NON-SPECIFIC",1
"2306","DAL","ANDERSON COUNTY JAIL",4
"2307","DAL","ANDERSON COUNTY PROBATION",16
"2308","DAL","ANDERSON COUNTY SHERIFFS OFFICE",5
"2309","DAL","ARCHER COUNTY SHERIFFS OFFICE",5
"2310","DAL","ARLINGTON POLICE DEPARTMENT",555
"2311","DAL","ARMSTRONG COUNTY JAIL",2
"2312","DAL","AZLE POLICE DEPARTMENT",3
"2313","DAL","BAILEY COUNTY JAIL",116
"2314","DAL","BALCH SPRINGS POLICE DEPARTMENT",83
"2315","DAL","BEAVER COUNTY JAIL",11
"2316","DAL","BECKHAM COUNTY JAIL",8
"2317","DAL","BEDFORD POLICE DEPARTMENT",27
"2318","DAL","BENBROOK POLICE DEPARTMENT",7
"2319","DAL","Big Spring BOP",9
"2320","DAL","Big Spring BOP Facilities",2343
"2321","DAL","BIG SPRING FCI",161
"2322","DAL","BLAINE COUNTY JAIL",3
"2323","DAL","BOP GILES W DALBY",5485
"2324","DAL","BOWIE COUNTY CRIM AT LARGE",6
"2325","DAL","BOWIE COUNTY GENERAL AREA",1
"2326","DAL","BOWIE COUNTY JAIL",3
"2327","DAL","BOWIE COUNTY NON CRIM",1
"2328","DAL","BOWIE COUNTY PROBATION",15
"2329","DAL","BOWIE COUNTY SHERIFF'S OFFICE",1
"2330","DAL","BOWIE COUNTY SHERIFFS  OFFICE",13
"2331","DAL","BROWN COUNTY JAIL - BROWNWOOD, TX",11
"2332","DAL","Brown County, TX At Large",5
"2333","DAL","Brown County, TX Jail",12
"2334","DAL","BRYAN COUNTY JAIL",52
"2335","DAL","BSA GENERAL AREA, NON-SPECIFIC",1
"2336","DAL","BSC GENERAL AREA, NON-SPECIFIC",2748
"2337","DAL","BURLESON POLICE DEPARTMENT",2
"2338","DAL","CADDO COUNTY JAIL",7
"2339","DAL","Callahan County, TX Jail",2
"2340","DAL","CAMP COUNTY CRIM AT LARGE",4
"2341","DAL","CAMP COUNTY GENERAL AREA",2
"2342","DAL","CAMP COUNTY NON CRIM",1
"2343","DAL","CAMP COUNTY PROBATION",3
"2344","DAL","CAMP COUNTY SHERIFFS OFFICE",18
"2345","DAL","CANADIAN COUNTY JAIL",66
"2346","DAL","CAP - HARLINGEN CITY JAIL TX STATE",1
"2347","DAL","CAP - LEWIS",2
"2348","DAL","CAP - RUSSELL COUNTY JAIL, AL STATE",1
"2349","DAL","CARROLLTON CITY JAIL",404
"2350","DAL","CARSON COUNTY",51
"2351","DAL","CARSWELL FMC",29
"2352","DAL","CARSWELL JOINT RESERVE BASE, NAVAL AIR STATION, FTW",4
"2353","DAL","CARTER COUNTY JAIL",33
"2354","DAL","CASS COUNTY SHERIFFS OFFICE",4
"2355","DAL","CASTRO COUNTY",50
"2356","DAL","CAX GENERAL AREA, NON-SPECIFIC",1
"2357","DAL","CEDAR HILL POLICE DEPARTMENT",10
"2358","DAL","CHEROKEE COUNTY CRIM AT LARGE",13
"2359","DAL","CHEROKEE COUNTY JAIL",33
"2360","DAL","CHEROKEE COUNTY NON CRIM",1
"2361","DAL","CHEROKEE COUNTY PROBATION",11
"2362","DAL","CHEROKEE COUNTY SHERIFFS OFFICE",51
"2363","DAL","CHILDRESS COUNTY",7
"2364","DAL","CHOCTAW COUNTY JAIL",5
"2365","DAL","CIMARRON COUNTY JAIL",6
"2366","DAL","CLAY COUNTY GENERAL AREA",1
"2367","DAL","CLAY COUNTY SHERIFFS OFFICE",4
"2368","DAL","CLEBURNE POLICE DEPARTMENT",1
"2369","DAL","CLEVELAND COUNTY JAIL",58
"2370","DAL","COCHRAN COUNTY JAIL",11
"2371","DAL","COCKRELL HILL POLICE DEPARTMENT",9
"2372","DAL","Coleman County, TX At Large",1
"2373","DAL","Coleman County, TX Jail",2
"2374","DAL","COLLEYVILLE POLICE DEPARTMENT",5
"2375","DAL","COLLIN COUNTY GENERAL AREA",158
"2376","DAL","COLLIN COUNTY JAIL",732
"2377","DAL","COLLINGSWORTH COUNTY",4
"2378","DAL","COMANCHE COUNTY JAIL",23
"2379","DAL","COOK COUNTY GENERAL AREA",2
"2380","DAL","COOKE COUNTY SHERIFFS OFFICE",79
"2381","DAL","COPPELL POLICE DEPARTMENT",5
"2382","DAL","CORCORAN POLICE DEPARTMENT",1
"2383","DAL","CORNELL - AIRPARK",1
"2384","DAL","CORNELL - CEDAR HILL",1
"2385","DAL","CORNELL - FLIGHTLINE",2
"2386","DAL","CORSICANA CORRECTION CENTER",5
"2387","DAL","COTTON COUNTY JAIL",10
"2388","DAL","CRAIG COUNTY JAIL",11
"2389","DAL","CREEK COUNTY JAIL",9
"2390","DAL","Crockett County, TX Jail",2
"2391","DAL","CROSBY COUNTY JAIL",2
"2392","DAL","CROWLEY POLICE DEPARTMENT",1
"2393","DAL","CUSTER COUNTY JAIL",22
"2394","DAL","DAL COUNTY JAIL",5892
"2395","DAL","DAL GENERAL AREA, NON-SPECIFIC",10
"2396","DAL","DALLAM COUNTY",99
"2397","DAL","DALLAM COUNTY JAIL",1
"2398","DAL","DALLAS COUNTY DISTRICT ATTORNEY'S OFFICE",5
"2399","DAL","DALLAS COUNTY GENERAL AREA",7446
"2400","DAL","DALLAS DISTRICT OFFICE",35
"2401","DAL","DALLAS POLICE DEPARTMENT",282
"2402","DAL","DALWORTHINGTON GARDENS POLICE DEPARTMENT",6
"2403","DAL","DAWSON COUNTY JAIL",10
"2404","DAL","DEAF SMITH COUNTY",165
"2405","DAL","DEAF SMITH COUNTY JAIL",9
"2406","DAL","DECATUR POLICE DEPARTMENT",4
"2407","DAL","DELAWARE COUNTY JAIL",7
"2408","DAL","DELTA COUNTY CRIM AT LARGE",1
"2409","DAL","DELTA COUNTY SHERIFFS OFFICE",11
"2410","DAL","DENTON CITY JAIL",21
"2411","DAL","DENTON COUNTY GENERAL AREA",29
"2412","DAL","DENTON COUNTY JAIL",642
"2413","DAL","DENTON COUNTY SHERIFFS OFFICE",3
"2414","DAL","DESOTO POLICE DEPARTMENT",14
"2415","DAL","DEWEY COUNTY JAIL",5
"2416","DAL","DIMMIT COUNTY JAIL",2
"2417","DAL","DOC CAP: BILL JOHNSON CORRECTIONAL CENTER",13
"2418","DAL","DOC CAP: CIMARRON CORRECTIONAL FACILITY",12
"2419","DAL","DOC CAP: DAVIS CORRECTIONAL FACILITY",6
"2420","DAL","DOC CAP: DR EDDIE WARRIOR CORRECTIONAL CENTER",2
"2421","DAL","DOC CAP: HOWARD MCLEOD CORRECTIONAL CENTER",30
"2422","DAL","DOC CAP: JACKIE BRANNON CORRECTIONAL CENTER",32
"2423","DAL","DOC CAP: JAMES CRABTREE CORRECTIONAL CENTER",12
"2424","DAL","DOC CAP: JESS DUNN CORRECTIONAL CENTER",27
"2425","DAL","DOC CAP: JIM E HAMILTON CORRECTIONAL CENTER",14
"2426","DAL","DOC CAP: JOHN LILLEY CORRECTIONAL CENTER",6
"2427","DAL","DOC CAP: JOSEPH HARP CORRECTIONAL CENTER",3
"2428","DAL","DOC CAP: KATE BARNARD COMMTY CORRECTIONS CENTER",1
"2429","DAL","DOC CAP: LAWTON CORRECTIONAL FACILITY",44
"2430","DAL","DOC CAP: LEXINGTON AREA RECEPTION CENTER",19
"2431","DAL","DOC CAP: LEXINGTON CORRECTIONAL CENTER",7
"2432","DAL","DOC CAP: MABEL BASSETT CORRECTIONAL CENTER",10
"2433","DAL","DOC CAP: MACK ALFORD CORRECTIONAL CENTER",8
"2434","DAL","DOC CAP: MUSKOGEE COMMUNITY CORRECTIONS CENTER",1
