"","apprehension_landmark","total"
"2424","EDMUNDS CO JAIL, IPSWICH, SD",1
"2425","EDNA GENERAL AREA, NON-SPECIFIC",1
"2426","EDNA MAHAN CORRECTIONAL FACILITY FOR WOMEN",32
"2427","EDWARDS, COLORADO",2
"2428","EFFINGHAM COUNTY, GA",25
"2429","EFFINGHAM, ILLINOIS POLICE DEPARTMENT",2
"2430","EGG HARBOR CITY POLICE DEPARTMENT",1
"2431","EGG HARBOR TOWNSHIP POLICE DEPARTMENT",2
"2432","El Cajon, CA",5
"2433","EL CAMPO POLICE DEPT, WHARTON CO, TX",1
"2434","EL CAMPO POLICE DEPT, WHARTON COUNTY, TX",1
"2435","EL CAMPO, TEXAS",6
"2436","EL CENTRO BORDER PATROL",21
"2437","EL CENTRO GENERAL AREA, NON SPECIFIC",5
"2438","EL CENTRO SECTOR BORDER PATROL",3
"2439","EL CENTRO SERVICE PROCESSING CENTER REPROCESSED CASES",3
"2440","EL DORADO COUNTY JAIL",7
"2441","EL JEBEL, COLORADO",1
"2442","EL MONTE POLICE DEPT, EL SEGUNDO, CA",3
"2443","EL PASO COUNTY",27
"2444","EL PASO COUNTY COURT HOUSE",2
"2445","EL PASO COUNTY DETENTION FACILITY",75
"2446","EL PASO COUNTY JAIL",519
"2447","EL PASO COUNTY PROBATION OFFICE",5
"2448","EL PASO COUNTY, COLORADO",113
"2449","El Reno FCI",18
"2450","El Reno PD",14
"2451","ELBERT COUNTY",2
"2452","ELBERT COUNTY JAIL",8
"2453","ELBERT COUNTY, GA",3
"2454","ELBERTON, GA",3
"2455","ELIZABETH CITY",115
"2456","ELIZABETH PD",152
"2457","ELKHART COUNTY SHERIFF'S OFFICE, INDIANA",304
"2458","ELKIN, NC",2
"2459","ELLIJAY, GA",19
"2460","ELLINGTON, CT",1
"2461","ELLIS COUNTY CRIM AT LARGE",1
"2462","ELLIS COUNTY GENERAL AREA",5
"2463","ELLIS COUNTY JAIL",1
"2464","ELLIS COUNTY SHERIFFS OFFICE",118
"2465","ELLIS COUNTY SHERIFFS OFFICE, HAYS, KANSAS",12
"2466","ELLISVILLE POLICE DEPARTMENT, MISSOURI",1
"2467","ELLSWORTH COUNTY SHERRIFFS OFFICE, ELLSWORTH, KANSAS",3
"2468","ELMORE COUNTY GENERAL AREA ID",2
"2469","ELMORE COUNTY JAIL ID",125
"2470","ELMWOOD PARK PD",4
"2471","ELP GENERAL AREA, NON-SPECIFIC",370
"2472","ELY STATE PRISON (NDOC)",1
"2473","EMERSON PD",1
"2474","EMERY COUNTY JAIL - UT",14
"2475","EMMETT COUNTY JAIL, PETOSKEY, MI",10
"2476","Encinitas, CA",7
"2477","ENFIELD CORRECTIONAL INSTITUTION, ENFIELD, CT",9
"2478","ENFIELD JUDICIAL MARSHAL'S LOCKUP",1
"2479","ENFIELD, CT",5
"2480","ENGLEWOOD PD",8
"2481","ENGLISTOWN BOROUGH PD",1
"2482","ENNIS POLICE DEPARTMENT",31
"2483","EPC GENERAL AREA, NON-SPECIFIC",747
"2484","ERATH COUNTY JAIL",19
"2485","ERIE COUNTY",76
"2486","ERIE COUNTY JAIL",35
"2487","ERIE COUNTY PRISON",11
"2488","ERIE COUNTY SHERIFF",1
"2489","ERO LOUISVILLE, KY SUB OFFICE",281
"2490","ERO Office",1
"2491","ERO Office Delegates Drive",39
"2492","ERO STREET ARREST",356
"2493","ESCAMBIA COUNTY JAIL, AL",23
"2494","ESCAMBIA COUNTY JAIL, FL",347
"2495","ESCAMBIA COUNTY, FL COMMUNITY CORR AND MISD PROBATION",12
"2496","ESCONDIDO POLICE DEPARTMENT",10
"2497","Escondido, CA",67
"2498","ESM GENERAL AREA, NON-SPECIFIC",2
"2499","ESMERELDA COUNTY JAIL",1
"2500","ESSEX COUNTY",1
"2501","ESSEX COUNTY HOC",140
"2502","ESSEX COUNTY JAIL",590
"2503","ESSEX COUNTY LOCAL POLICE DEPT",21
"2504","ESSEX COUNTY SHERIFF",1
"2505","ESSEX DISTRICT COURT",15
"2506","ESSEX FELLS PD",2
"2507","ESTILL FEDERAL CORRECTIONAL INSTITUTION",189
"2508","ETW GENERAL AREA, NON-SPECIFIC",447
"2509","ETX GENERAL AREA, NON-SPECIFIC",33
"2510","Eugene CAP",286
"2511","Eugene Non-Detained Docket",310
"2512","Eugene VCAS",27
"2513","EULESS CITY JAIL",55
"2514","EUMCLAW CITY JAIL",5
"2515","EUREKA POLICE DEPARTMENT, MISSOURI",2
"2516","EVANS COUNTY, GA",6
"2517","Evanston, WY",1
"2518","EVERGLADES CORRECTIONAL INSTITUTION",28
"2519","EVESHAM POLICE DEPARTMENT",7
"2520","EWING TOWNSHIP POLICE DEPARTMENT",5
"2521","FACILITY 8",84
"2522","FAIR HAVEN PD",1
"2523","FAIR LAWN PD",1
"2524","FAIRBANKS CORRECTIONAL CENTER",2
"2525","FAIRBURN, GA",1
"2526","FAIRFAX COUNTY JAIL - VA",882
"2527","FAIRFAX COUNTY JUVENILE DETENTION CENTER - VA",1
"2528","FAIRFEILD COUNTY, SC",6
"2529","FAIRFIELD PD",2
"2530","FAIRFIELD, CT",1
"2531","FAIRFIELD, CT POLICE EPARTMENT",1
"2532","FAIRHOPE PD, AL",9
"2533","FAIRVIEW PD",29
"2534","FALL RIVER COUNTY JAIL, HOT SPRINGS, SD",2
"2535","FALL RIVER DISTRICT COURT",1
"2536","Fallbrook, CA",9
"2537","FALLS COUNTY JAIL, MARLIN, TEXAS",20
"2538","FANNIN COUNTY CRIM AT LARGE",3
"2539","FANNIN COUNTY GENERAL AREA",2
"2540","FANNIN COUNTY SHERIFFS OFFICE",18
"2541","FANNIN COUNTY, GA",3
"2542","FANWOOD PD",3
"2543","FAR HILLS PD",1
"2544","FARIBAULT COUNTY JAIL, MN",9
"2545","FARIFIELD COUNTY JAIL",4
"2546","FARMERS BRANCH JAIL",151
"2547","FARMINGTON CORRECTIONAL CENTER, MISSOURI DEPT OF CORRECTIONS",35
"2548","FARMINGTON HILLS, MICHIGAN",15
"2549","FARMINGTON POLICE DEPARTMENT, MISSOURI",3
"2550","FARMINGTON, CT",1
"2551","FARMINGTON, MICHIGAN",4
"2552","FAULKNER COUNTY JAIL",65
"2553","FAULKNER COUNTY PROBATION-CONWAY OFFICE",1
"2554","FAUQUIER COUNTY JAIL - VA",48
"2555","FAYETTE CO JAIL, LA GRANGE, TX",12
"2556","FAYETTE COUNTY CORRECTIONS, KY",892
"2557","FAYETTE COUNTY JAIL",1
"2558","FAYETTE COUNTY JAIL, IA",28
"2559","FAYETTE COUNTY JAIL, LA GRANGE, TX",37
"2560","FAYETTE COUNTY PRISON",5
"2561","FAYETTE COUNTY PROBATION, LA GRANGE, TX",2
"2562","FAYETTE COUNTY SHERIFF'S OFFICE, INDIANA",1
"2563","FAYETTE COUNTY, GA",66
"2564","FAYETTEVILLE PROBATION OFFICE",1
"2565","FAYETTEVILLE, GA",38
"2566","FAYETTVILLE ICE OFFICE",162
"2567","FCD GENERAL AREA, NON-SPECIFIC",32
"2568","FCI Ashland, KY",2
"2569","FCI BEAUMONT, JEFFERSON CO, TX",34
"2570","FCI BEAUMONT, JEFFERSON COUNTY, TX",559
"2571","FCI BENNETTSVILLE",396
"2572","FCI BERLIN",56
"2573","FCI CARSWELL",16
"2574","FCI EDGEFIELD",301
"2575","FCI ELKTON",7
"2576","FCI FAIRTON, NEW JERSEY",78
"2577","FCI FORT WORTH",38
"2578","FCI FT DIX",22
"2579","FCI JESUP, GA",65
"2580","FCI LA TUNA",193
"2581","FCI MANCHESTER, KY",9
"2582","FCI MCCREARY, KY",29
"2583","FCI MCDOWELL",345
"2584","FCI MENDOTA",223
"2585","FCI MILAN, MILAN, MI",7
"2586","FCI SANDSTONE- MN",15
"2587","FCI SEAGOVILLE",39
"2588","FCI TEXARKANA",37
"2589","FCI WASECA- MN",137
"2590","FCS GENERAL AREA, NON-SPECIFIC",6
"2591","FDC HONOLULU",5
"2592","FED COAST BEND USM-ARANSAS, TX",631
"2593","FED COAST BEND USM, ARANSAS, TX",30
"2594","FED JOE CORLEY CONROE, TX",97
"2595","FEDCAP-CCA U.S. MARSHALLS",470
"2596","FEDCAP-CHECK CURRENT I-213",30
"2597","FEDCAP-GEO U.S. MARSHALLS",1386
"2598","FEDCAP-MCC",801
"2599","FEDERAL CORRECETIONAL INSTITUTE (BOP), INDIANA",48
"2600","FEDERAL CORRECTIONAL INSTITUTE - ALICEVILLE, AL",9
"2601","FEDERAL CORRECTIONAL INSTITUTE - MANCHESTER",1
"2602","FEDERAL CORRECTIONAL INSTITUTE - OAKDALE",2
"2603","FEDERAL CORRECTIONAL INSTITUTE - YAZOO CITY",3
"2604","FEDERAL CORRECTIONAL INSTITUTE POLLOCK (MEDIUM)",46
"2605","FEDERAL CORRECTIONAL INSTITUTE RAY BROOK",197
"2606","FEDERAL CORRECTIONAL INSTITUTE YAZOO CITY (MEDIUM)",48
"2607","FEDERAL CORRECTIONAL INSTITUTION - CUMBERLAND",32
"2608","FEDERAL CORRECTIONAL INSTITUTION LEAVENWORTH KANSAS",56
"2609","FEDERAL DETENTION CENTER - OAKDALE",10
"2610","FEDERAL DETENTION CENTER (FDC)",375
"2611","FEDERAL JOE CORLEY CONROE, TX",41
"2612","FEDERAL MEDICAL CENTER-DEVENS",58
"2613","FEDERAL PRISON LOMPOC LOW",20
"2614","FEDERAL PRISON LOMPOC MEDIUM",654
"2615","FEDERAL PROBATION & PAROLE - CHARLESTON DIVISION",1
"2616","FEDERAL PROBATION COLUMBUS, OHIO",1
"2617","FEDERAN CORRECTIONAL INSTITUTION (FEMALE), DANBURY, CT",31
"2618","FENNVILLE, MICHIGAN",1
"2619","FERGUS COUNTY JAIL MT",2
"2620","FERGUSON TOWNSHIP POLICE DEPARTMENT - STATE COLLEGE, PA",3
"2621","FIELD ARREST",22
"2622","FIFE CITY JAIL",3
"2623","FILLMORE COUNTY JAIL, NE",1
"2624","FINNEY COUNTY SHERIFFS OFFICE, GARDEN CITY, KANSAS",47
"2625","FISHKILL CORRECTIONAL FACILITY NY STATE",1
"2626","FITCHBURG DISTRICT COURT",3
"2627","FITCHBURG POLICE DEPT",1
"2628","FIVE POINTS CORRECTIONAL FACILITY",1
"2629","FL DEPARTMENT OF CORRECTIONS",615
"2630","FL Womens Reception Center",39
"2631","FLAGLER COUNTY PROBATION & PAROLE",3
"2632","FLAT ROCK POLICE DEPARTMENT",1
"2633","FLEMING COUNTY JAIL",4
"2634","FLEMINGTON PD",11
"2635","FLINT, MICHIGAN",13
"2636","FLORENCE CAP (ERO)",454
"2637","FLORENCE COUNTY DEPT. OF JUVENILE JUSTICE",1
"2638","FLORENCE COUNTY DETENTION CENTER",80
"2639","FLORENCE COUNTY, SC",2
"2640","FLORENCE CRANE CORRECTIONAL FACILITY, COLDWATER, MI",2
"2641","FLORENCE DETENTION CENTER **REPROCESSED EVENT**",142
"2642","FLORENCE MCCLURE WOMENS CORRECTIONAL CENTER",36
"2643","FLORENCE POLICE DEPARTMENT",7
"2644","FLORENCE TOWNSHIP POLICE DEPARTMENT",2
"2645","FLORHAM PARK PD",6
"2646","FLORIDA PROBATION & PAROLE - 013",1
"2647","FLORIDA PROBATION & PAROLE - 014",2
"2648","FLORIDA PROBATION & PAROLE - 015 (PENSACOLA WEST)",3
"2649","FLOWER MOUND JAIL",24
"2650","FLOWERY BRANCH, GA",2
"2651","FLOYD COUNTY DETENTION CENTER, KY",1
"2652","FLOYD COUNTY JAIL, IA",4
"2653","FLOYD COUNTY SHERIFF'S OFFICE, INDIANA",84
"2654","FLOYD COUNTY, GA",113
"2655","FLUVANNA CORRECTIONAL CENTER FOR WOMEN - VA",2
"2656","FMC CARSWELL",44
"2657","FMC ROCHESTER- MN",35
"2658","FMY GENERAL AREA, NON-SPECIFIC",827
"2659","FMY-USM",2
"2660","FOLEY PD, AL",129
"2661","FOLKSTON, GA",9
"2662","FORD COUNTY SHERIFF'S OFFICE, IL",1
"2663","FORD COUNTY SHERIFFS OFFICE, DODGE CITY, KANSAS",93
"2664","FOREST HILL POLICE DEPARTMENT",4
"2665","FOREST PARK, GA",99
"2666","FORKS CORRECTIONS",5
"2667","FORREST COUNTY ADULT DETENTION CENTER, MS",135
"2668","FORREST COUNTY CWC (COMMUNITY WORK CENTER), MS",1
"2669","FORREST COUNTY, MS",3
"2670","FORSYTH COUNTY JAIL",273
"2671","FORSYTH COUNTY JAIL, NC",9
"2672","FORSYTH COUNTY, GA",103
"2673","FORSYTH COUNTY, NC",25
"2674","FORSYTH PROBATION OFFICE",3
"2675","FORSYTH, GA",13
"2676","FORT BEND CO PROBATION, ROSENBERG, TX",2
"2677","FORT BEND COUNTY JAIL, RICHMOND, TX",346
"2678","FORT BEND COUNTY PROBATION, ROSENBERG, TX",12
"2679","FORT CARSON ARMY POST",6
"2680","FORT DIX EAST, NEW JERSEY",249
"2681","FORT DIX WEST, NEW JERSEY",82
"2682","FORT LEE PD",9
"2683","FORT OGLETHORPE, GA",1
"2684","FORT SMITH ICE OFFICE",22
"2685","FORT VALLEY, GA",3
"2686","FORT WORTH GENERAL AREA, NON-SPECIFIC",8
"2687","FORT WORTH POLICE DEPARTMENT",204
"2688","FOS GENERAL AREA, NON-SPECIFIC",17
"2689","FOUNTAIN COUNTY SHERIFF'S OFFICE, INDIANA",1
"2690","FRAMIGNHAM POLICE DEPT",28
"2691","FRAMINGHAM DISTRICT COURT",87
"2692","FRANKLIN CO KS",2
"2693","FRANKLIN CO PROBATION LOUISBURG",2
"2694","FRANKLIN CO. JAIL",447
"2695","FRANKLIN COUNTY CRIM AT LARGE",1
"2696","FRANKLIN COUNTY FUGITIVE OPERATIONS",21
"2697","FRANKLIN COUNTY GENERAL AREA",1
"2698","FRANKLIN COUNTY IOWA",22
"2699","FRANKLIN COUNTY JAIL",63
"2700","FRANKLIN COUNTY JAIL ID",1
"2701","FRANKLIN COUNTY JAIL-VA",17
"2702","FRANKLIN COUNTY JAIL, TN",26
"2703","FRANKLIN COUNTY MISDEMEANOR PROBATION OFFICE ID",2
"2704","FRANKLIN COUNTY MUNICIPAL COURT PROBATION",3
"2705","FRANKLIN COUNTY PROBATION-OZARK OFFICE",1
"2706","FRANKLIN COUNTY REGIONAL JAIL, KY",12
"2707","FRANKLIN COUNTY SHERIFF'S DEPARTMENT, MISSOURI",7
"2708","FRANKLIN COUNTY SHERIFFS OFFICE",10
"2709","FRANKLIN COUNTY SHERIFFS OFFICE KANSAS",5
"2710","FRANKLIN LAKES PD",2
"2711","FRANKLIN PARISH JAIL",2
"2712","FRANKLIN TWP PD",28
"2713","FRANKLIN, CT",2
"2714","FRANKLIN, NC",1
"2715","FRANLKIN COUNTY, GA",15
"2716","FRASER POLICE DEPARTMENT, FRASER, MICHIGAN",1
"2717","FRD GENERAL AREA, NON-SPECIFIC",423
"2718","FRE GENERAL AREA, NON-SPECIFIC",1978
"2719","FREDERICK COUNTY DETENTION CENTER",113
"2720","FREDERICK COUNTY DISTRICT/CIRCUIT COURT",1
"2721","FREDERICK COUNTY MD",176
"2722","FREEBORN COUNTY JAIL, MN",16
"2723","FREEHOLD BOROUGH PD",14
"2724","FREEHOLD TWP PD",11
"2725","FREEPORT POLICE DEPT, BRAZORIA COUNTY, TX",3
"2726","FREEPORT, TEXAS",2
"2727","FREESTONE COUNTY JAIL, FAIRFIELD, TEXAS",43
"2728","FREESTONE COUNTY SHERIFFS OFFICE",1
"2729","FREMONT CITY JAIL",2
"2730","FREMONT COUNTY JAIL",4
"2731","FREMONT COUNTY JAIL ID",14
"2732","FREMONT COUNTY JAIL, IA",1
"2733","FREMONT COUNTY JAIL, RIVERTON/LANDER, WYOMING",1
"2734","FREMONT COUNTY MISDEMEANOR PROBATION OFFICE ID",1
"2735","FREMONT COUNTY, COLORADO",12
"2736","FREMONT COUNTY, WYOMING",6
"2737","FRENCHTOWN PD",3
"2738","FRESNO COUNTY",114
"2739","FRESNO COUNTY JAIL",545
"2740","FRESNO COUNTY PROBATION DEPARTMENT",1
"2741","FRESNO COUNTY SHERIFF'S DEPARTMENT",5
"2742","FRESNO PAROLE UNIT",1
"2743","FRESNO POLICE DEPARTMENT",1
"2744","FRIENDSWOOD POLICE DEPT, GALVESTON CO, TX",1
"2745","FRIENDSWOOD POLICE DEPT, GALVESTON COUNTY, TX",2
"2746","FRIENDSWOOD, TEXAS",1
"2747","FRIO COUNTY",1
"2748","FRIO COUNTY JAIL - TX0820000",1
"2749","FRISCO POLICE DEPARTMENT",64
"2750","FRU - ALL AREAS INISDE BANDERA COUNTY",1
"2751","FRU - ALL AREAS INSIDE GUADALUPE COUNTY",2
"2752","FRU - ALL AREAS INSIDE KARNES COUNTY",2
"2753","FRUITA, COLORADO",9
"2754","FT BEND CO JAIL, RICHMOND, TX",215
"2755","FT. BENNING, GA",2
"2756","FTC CI (Federal Transfer Center)",13
"2757","FTM- CHAROLETTE CTY COURT",7
"2758","FTM-CHARLOTTE COUNTY JAIL",115
"2759","FTM-CHAROLETTE CTY GENERAL AREA",3
"2760","FTM-COLLIER COUNTY JAIL",23
"2761","FTM-COLLIER CTY COURT",1
"2762","FTM-COLLIER CTY GENERAL AREA",7
"2763","FTM-DESOTO COUNTY JAIL",68
"2764","FTM-DESOTO CTY COURT",9
"2765","FTM-DESOTO CTY GENERAL AREA",3
"2766","FTM-FLDOC-PP-CHARLOTTE",5
"2767","FTM-FLDOC-PP-COLLIER",23
"2768","FTM-FLDOC-PP-DESOTO",15
"2769","FTM-FLDOC-PP-HENDRY",28
"2770","FTM-FLDOC-PP-LEE",80
"2771","FTM-GLADES COUNTY JAIL",7
"2772","FTM-HENDRY COUNTY JAIL",107
"2773","FTM-HENDRY CTY COURT",15
"2774","FTM-HENDRY CTY GENERAL AREA",1
"2775","FTM-JCART",6
"2776","FTM-JCART FLDOC PP-HENDRY",3
"2777","FTM-JCART-FLDOC-PP-COLLIER",4
"2778","FTM-LEE COUNTY JAIL",251
"2779","FTM-LEE CTY COURT",38
"2780","FTM-SW FL Regional Juvenile Detention Center",1
"2781","FTM-VCAS",65
"2782","FUG - NON FUGITIVE",15
"2783","FUG / AT-LARGE IN PHILADELPHIA, PA",93
"2784","FUG OPS - LOS ANGELES, CA STATE",231
"2785","FUG OPS CT",37
"2786","FUGITIVE ARREST SOMERTON",2
"2787","FUGITIVE ARREST YUMA",10
"2788","FUGITIVE NORTH TEAM ARRESTS",540
"2789","FUGITIVE OPERATIONS",2833
"2790","FUGITIVE OPERATIONS  CA  STATE",138
"2791","FUGITIVE OPERATIONS  MS STATE",201
"2792","FUGITIVE OPERATIONS - RENO, NEVADA",162
"2793","FUGITIVE OPERATIONS ALBUQUERQUE",343
"2794","FUGITIVE OPERATIONS AR ARKANSAS",358
"2795","FUGITIVE OPERATIONS AZ STATE",375
"2796","FUGITIVE OPERATIONS CA STATE",2336
"2797","FUGITIVE OPERATIONS CT",2
"2798","FUGITIVE OPERATIONS GENERAL",2314
"2799","FUGITIVE OPERATIONS ICE OFFICE",13
"2800","FUGITIVE OPERATIONS IL STATE",41
"2801","FUGITIVE OPERATIONS IOWA",779
"2802","FUGITIVE OPERATIONS MA",1842
"2803","FUGITIVE OPERATIONS MO STATE",151
"2804","FUGITIVE OPERATIONS NY State",49
"2805","FUGITIVE OPERATIONS NY STATE",2512
"2806","FUGITIVE OPERATIONS ON STREET AUDRAIN COUNTY, MISSOURI",1
"2807","FUGITIVE OPERATIONS ON STREET BOND COUNTY, ILLINOIS",5
"2808","FUGITIVE OPERATIONS ON STREET BUTLER COUNTY, MISSOURI",1
"2809","FUGITIVE OPERATIONS ON STREET CAPE GIRARDEAU COUNTY, MISSOURI",5
"2810","FUGITIVE OPERATIONS ON STREET CASS COUNTY, ILLINOIS",3
"2811","FUGITIVE OPERATIONS ON STREET CHAMPAIGN COUNTY, ILLINOIS",66
"2812","FUGITIVE OPERATIONS ON STREET CHRISTIAN COUNTY, ILLINOIS",1
"2813","FUGITIVE OPERATIONS ON STREET CLARK COUNTY, ILLINOIS",2
"2814","FUGITIVE OPERATIONS ON STREET CLINTON COUNTY, ILLINOIS",2
"2815","FUGITIVE OPERATIONS ON STREET DUNKLIN COUNTY, MISSOURI",2
"2816","FUGITIVE OPERATIONS ON STREET EFFINGHAM COUNTY, ILLINOIS",4
"2817","FUGITIVE OPERATIONS ON STREET FAYETTE COUNTY, ILLINOIS",1
"2818","FUGITIVE OPERATIONS ON STREET FRANKLIN COUNTY, MISSOURI",3
"2819","FUGITIVE OPERATIONS ON STREET JACKSON COUNTY, ILLINOIS",5
"2820","FUGITIVE OPERATIONS ON STREET JEFFERSON COUNTY, ILLINOIS",2
"2821","FUGITIVE OPERATIONS ON STREET JERSEY COUNTY, ILLINOIS",2
"2822","FUGITIVE OPERATIONS ON STREET JOHNSON COUNTY, ILLINOIS",1
"2823","FUGITIVE OPERATIONS ON STREET LINCOLN COUNTY, MISSOURI",1
"2824","FUGITIVE OPERATIONS ON STREET MACON COUNTY, ILLINOIS",4
"2825","FUGITIVE OPERATIONS ON STREET MACON COUNTY, MISSOURI",1
"2826","FUGITIVE OPERATIONS ON STREET MACOUPIN COUNTY, ILLINOIS",1
"2827","FUGITIVE OPERATIONS ON STREET MADISON COUNTY, ILLINOIS",6
"2828","FUGITIVE OPERATIONS ON STREET MARION COUNTY, ILLINOIS",2
"2829","FUGITIVE OPERATIONS ON STREET MISSISSIPPI COUNTY, MISSOURI",1
"2830","FUGITIVE OPERATIONS ON STREET MONTGOMERY COUNTY, ILLINOIS",2
"2831","FUGITIVE OPERATIONS ON STREET NEW MADRID COUNTY, ILLINOIS",1
"2832","FUGITIVE OPERATIONS ON STREET PIKE COUNTY, ILLINOIS",2
"2833","FUGITIVE OPERATIONS ON STREET PULASKI COUNTY, ILLINOIS",3
"2834","FUGITIVE OPERATIONS ON STREET RANDOLPH COUNTY, ILLINOIS",2
"2835","FUGITIVE OPERATIONS ON STREET SANGAMON COUNTY, ILLINOIS",5
"2836","FUGITIVE OPERATIONS ON STREET ST CHARLES COUNTY, MISSOURI",15
"2837","FUGITIVE OPERATIONS ON STREET ST CLAIR COUNTY, ILLINOIS",16
"2838","FUGITIVE OPERATIONS ON STREET ST FRANCOIS COUNTY, MISSOURI",1
"2839","FUGITIVE OPERATIONS ON STREET ST LOUIS CITY, MISSOURI",27
"2840","FUGITIVE OPERATIONS ON STREET ST LOUIS COUNTY, MISSOURI",35
"2841","FUGITIVE OPERATIONS ON STREET UNION COUNTY, ILLINOIS",2
"2842","FUGITIVE OPERATIONS ON STREET WABASH COUNTY, ILLINOIS",1
"2843","FUGITIVE OPERATIONS ON STREET WARREN COUNTY, MISSOURI",6
"2844","FUGITIVE OPERATIONS ON STREET WAYNE COUNTY, ILLINOIS",1
"2845","FUGITIVE OPERATIONS ON STREET WAYNE COUNTY, MISSOURI",1
"2846","FUGITIVE OPERATIONS ON STREET WHITE COUNTY, ILLINOIS",1
"2847","FUGITIVE OPERATIONS PA STATE",871
"2848","FUGITIVE OPERATIONS REFERRAL",1
"2849","FUGITIVE OPERATIONS RI",1
"2850","FUGITIVE OPERATIONS St Louis",177
"2851","FUGITIVE OPERATIONS STL MO",19
"2852","FUGITIVE OPERATIONS STREET ARREST VA STATE",320
"2853","FUGITIVE OPERATIONS TN STATE",1078
"2854","FUGITIVE OPERATIONS VERMONT",36
"2855","FUGITIVE OPERATIONS-CROSSCHECK STL FOT",29
"2856","FUGITIVE OPERATIONS-DETAINER STL FOT",2
"2857","FUGITIVE OPERATIONS-LEBANON COUNTY PA STATE",1
"2858","FUGITIVE OPERATIONS, AL STATE",1021
"2859","FUGITIVE SOUTH TEAM ARRESTS",292
"2860","FUGOP - NON FUGITIVE",2
"2861","FUGOP FUGITIVE (INCLUDING TARGETS)",223
"2862","FUGOP NON FUGITIVE ID",398
"2863","FUGOP NON-FUGITIVE",567
"2864","FUGOP STREET ARREST ID",65
"2865","FUGOPS",65
"2866","FUGOPS - HAWAII STREET ARREST - KONA/HILO",14
"2867","FUGOPS - KAUAI STREET ARREST",4
"2868","FUGOPS - MAUI STREET ARREST",28
"2869","FUGOPS - OAHU STREET ARREST",29
"2870","FULTON COUNTY DETENTION CTR, KY",4
"2871","FULTON COUNTY JAIL",3
"2872","FULTON COUNTY SHERIFFS OFFICE",3
"2873","FULTON COUNTY, GA",282
"2874","Fulton County, OH",5
"2875","FULTON RECEPTION AND DIAGNOSTIC CENTER",2
"2876","FURNAS COUNTY JAIL, NE",1
"2877","G. ROBERT COTTON CORRECTIONAL FACILITY, JACKSON, MI",25
"2878","GADSDEN, AL",1
"2879","GAGE COUNTY JAIL, NE",4
"2880","GAINES COUNTY JAIL",95
"2881","GAINESVILLE PROBATION OFFICE",9
"2882","GAINESVILLE, GA",34
"2883","GAINSVILLE OFFICE (FEDERAL PROBATION & PAROLE)",1
"2884","GAINSVILLE POLICE DEPARTMENT",5
"2885","GALENA PARK POLICE DEPT, HARRIS COUNTY, TX",2
"2886","GALENA PARK, TEXAS",6
"2887","GALLATIN COUNTY JAIL MT",44
"2888","GALLOWAY TOWNSHIP POLICE DEPARTMENT",1
"2889","Galveston CBP Marine",8
"2890","GALVESTON CO JAIL, GALVESTON, TX",174
"2891","GALVESTON COUNTY JAIL, GALVESTON, TX",247
"2892","GALVESTON COUNTY PROBATION, GALVESTON, TX",53
"2893","GALVESTON POLICE DEPT, GALVESTON CO, TX",1
"2894","GALVESTON POLICE DEPT, GALVESTON COUNTY, TX",1
"2895","GALVESTON, TEXAS",12
"2896","GARDEN CITY POLICE DEPARTMENT",4
"2897","GARDEN CITY, GA",2
"2898","GARDEN STATE YOUTH CORRECTIONAL FACILITY",4
"2899","GARDENA POLICE DEPT, GARDENA, CA",2
"2900","GARDNER POLICE DEPT",1
"2901","GARFIELD COUNTY JAIL",136
"2902","GARFIELD COUNTY JAIL, UT",1
"2903","GARFIELD COUNTY PROBATION OFFICE",8
"2904","GARFIELD COUNTY, COLORADO",10
"2905","GARFIELD PD",15
"2906","GARLAND CITY JAIL",319
"2907","GARLAND COUNTY JAIL",27
"2908","GARLAND COUNTY PROBATION-HOT SPRINGS OFFICE",1
"2909","GARNER CORRECTIONAL INSTITUTION, NEWTOWN, CT",1
"2910","GARRET COUNTY MD",1
"2911","GARVIN COUNTY JAIL",25
"2912","GARWOOD PD",2
"2913","GARZA COUNTY JAIL",16
"2914","GASTON COUNTY JAIL",15
"2915","Gaston County Jail 287G",2
"2916","GASTON COUNTY JAIL 287G",259
"2917","GASTON COUNTY, NC",33
"2918","GAV GENERAL AREA, NON-SPECIFIC",1
"2919","GCJ GENERAL AREA, NON-SPECIFIC",51
"2920","GCN GENERAL AREA, GASTON 287G",6
"2921","GCTGEN-GALVESTON COUNTY SHERIFF'S OFFICE",1
"2922","GEARY COUNTY SHERIFFS OFFICE KANSAS",24
"2923","GEAUGA COUNTY JAIL",14
"2924","GELNN COUNTY JAIL",8
"2925","GEM COUNTY GENERAL AREA ID",2
"2926","GEM COUNTY JAIL ID",2
"2927","GENESEE COUNTY",13
"2928","GENESEE COUNTY JAIL",8
"2929","GENESEE COUNTY JAIL, FLINT, MI",12
"2930","GENESEE COUNTY SHERIFF",3
"2931","GENESSE COUNTY JAIL",1
"2932","GEO DOWNTOWN SNA FACILITY",365
"2933","GEO US MARSHALL SAN DIEGO",615
"2934","GEORGE BAILEY DETENTION FACILITY",319
"2935","GEORGE COUNTY REGIONAL CORRECTIONAL FACILITY, MS",12
"2936","GEORGETOWN COUNTY DETENTION CENTER",66
"2937","GEORGETOWN COUNTY, SC",1
"2938","GEORGETOWN POLICE DEPARTMENT - GEORGETOWN, DE",1
"2939","GEORGETOWN PROBATION",5
"2940","GEORGIA CORRECTIONS CORPORATION, INC",2
