"","aor","apprehension_landmark","total"
"2711","CHI","DOUGLAS COUNTY JAIL, NE",1
"2712","CHI","DOUGLAS COUNTY KS",22
"2713","CHI","DOUGLAS COUNTY SHERIFF'S OFFICE, IL",6
"2714","CHI","DOUGLAS COUNTY SHERIFFS OFFICE KANSAS",67
"2715","CHI","DUBOIS COUNTY SHERIFF'S OFFICE, INDIANA",93
"2716","CHI","DUNKLIN COUNTY SHERIFF'S DEPARTMENT, MISSOURI",35
"2717","CHI","DUPAGE COUNTY JAIL",861
"2718","CHI","DUPAGE COUNTY SHERIFF'S OFFICE, IL",130
"2719","CHI","DWIGHT CORRECTIONAL CENTER, IL",7
"2720","CHI","DWIGHT CORRECTIONAL CENTER, IL (ILLINOIS DOC)",5
"2721","CHI","Daviess County Detention Center",111
"2722","CHI","EAST MOLINE CORRECTIONAL CENTER, IL (ILLINOIS DOC)",3
"2723","CHI","EASTERN MISSOURI CORRECTIONAL CENTER, MISSOURI DEPARTMENT OF CORRECTIONS",1
"2724","CHI","EASTERN MISSOURI CORRECTIONAL CENTER, MISSOURI DEPARTMETN OF CORRECTIONS",11
"2725","CHI","EASTERN REGIONAL RECEPTION AND DIAGNOSTIC CENTER, MISSOURI",61
"2726","CHI","EDGAR COUNTY SHERIFF'S OFFICE, IL",1
"2727","CHI","EDMONSON COUNTY JAIL, KY",1
"2728","CHI","EDMUNDSON POLICE DEPARTMENT, MISSOURI",1
"2729","CHI","EFFINGHAM COUNTY SHERIFF'S OFFICE, IL",10
"2730","CHI","EFFINGHAM, ILLINOIS POLICE DEPARTMENT",2
"2731","CHI","ELGIN, IL POLICE DEPARTMENT",3
"2732","CHI","ELKHART COUNTY SHERIFF'S OFFICE, INDIANA",817
"2733","CHI","ELLIS COUNTY SHERIFFS OFFICE, HAYS, KANSAS",27
"2734","CHI","ELLISVILLE POLICE DEPARTMENT, MISSOURI",1
"2735","CHI","ELLSWORTH COUNTY SHERRIFFS OFFICE, ELLSWORTH, KANSAS",6
"2736","CHI","ELY STATE PRISON (NDOC)",1
"2737","CHI","EPC GENERAL AREA, NON-SPECIFIC",6
"2738","CHI","ERO LOUISVILLE, KY SUB OFFICE",1227
"2739","CHI","ESTILL COUNTY JAIL, KY",2
"2740","CHI","EUREKA POLICE DEPARTMENT, MISSOURI",3
"2741","CHI","FARIMONT CITY, ILLINOIS POLICE DEPARTMENT",4
"2742","CHI","FARMINGTON CORRECTIONAL CENTER, MISSOURI DEPT OF CORRECTIONS",112
"2743","CHI","FARMINGTON POLICE DEPARTMENT, MISSOURI",3
"2744","CHI","FAYETTE COUNTY CORRECTIONS, KY",2534
"2745","CHI","FAYETTE COUNTY SHERIFF'S OFFICE, INDIANA",4
"2746","CHI","FCI Ashland, KY",57
"2747","CHI","FCI FAIRTON, NEW JERSEY",1
"2748","CHI","FCI LA TUNA",1
"2749","CHI","FCI MANCHESTER, KY",106
"2750","CHI","FCI MCCREARY, KY",42
"2751","CHI","FEDERAL CORRECETIONAL INSTITUTE (BOP), INDIANA",90
"2752","CHI","FEDERAL CORRECTIONAL INSTITUTE YAZOO CITY (MEDIUM)",1
"2753","CHI","FEDERAL CORRECTIONAL INSTITUTION LEAVENWORTH KANSAS",445
"2754","CHI","FEDERAL DETENTION CENTER - OAKDALE",1
"2755","CHI","FEDERAN CORRECTIONAL INSTITUTION (FEMALE), DANBURY, CT",1
"2756","CHI","FINNEY COUNTY SHERIFFS OFFICE, GARDEN CITY, KANSAS",155
"2757","CHI","FL DEPARTMENT OF CORRECTIONS",1
"2758","CHI","FLEMING COUNTY JAIL",5
"2759","CHI","FLORISSANT POLICE DEPARTMENT, MISSOURI",10
"2760","CHI","FLOYD COUNTY DETENTION CENTER, KY",4
"2761","CHI","FLOYD COUNTY SHERIFF'S OFFICE, INDIANA",244
"2762","CHI","FORD COUNTY SHERIFF'S OFFICE, IL",3
"2763","CHI","FORD COUNTY SHERIFFS OFFICE, DODGE CITY, KANSAS",280
"2764","CHI","FORISTEL POLICE DEPARTMENT, MISSOURI",2
"2765","CHI","FORT DIX EAST, NEW JERSEY",3
"2766","CHI","FORT DIX LOW FCI (BOP)",1
"2767","CHI","FORT DIX WEST, NEW JERSEY",2
"2768","CHI","FORT WAYNE GENERAL AREA, NON-SPECIFIC",71
"2769","CHI","FOS GENERAL AREA, NON-SPECIFIC",1
"2770","CHI","FOUNTAIN COUNTY SHERIFF'S OFFICE, INDIANA",13
"2771","CHI","FRANKLIN CO KS",3
"2772","CHI","FRANKLIN COUNTY REGIONAL JAIL, KY",51
"2773","CHI","FRANKLIN COUNTY SHERIFF'S DEPARTMENT, MISSOURI",8
"2774","CHI","FRANKLIN COUNTY SHERIFF'S OFFICE, IL",2
"2775","CHI","FRANKLIN COUNTY SHERIFF'S OFFICE, INDIANA",4
"2776","CHI","FRANKLIN COUNTY SHERIFFS OFFICE KANSAS",6
"2777","CHI","FUG OPS - LOS ANGELES, CA STATE",1
"2778","CHI","FUGITIVE NORTH TEAM ARRESTS",1916
"2779","CHI","FUGITIVE OPERATIONS",1897
"2780","CHI","FUGITIVE OPERATIONS ICE OFFICE",15
"2781","CHI","FUGITIVE OPERATIONS IL STATE",71
"2782","CHI","FUGITIVE OPERATIONS MA",1
"2783","CHI","FUGITIVE OPERATIONS MO STATE",994
"2784","CHI","FUGITIVE OPERATIONS ON STREET ,MONTGOMERY COUNTY, MISSOURI",1
"2785","CHI","FUGITIVE OPERATIONS ON STREET ALEXANDER COUNTY, ILLINOIS",1
"2786","CHI","FUGITIVE OPERATIONS ON STREET AUDRAIN COUNTY, MISSOURI",1
"2787","CHI","FUGITIVE OPERATIONS ON STREET BOND COUNTY, ILLINOIS",9
"2788","CHI","FUGITIVE OPERATIONS ON STREET BUTLER COUNTY, MISSOURI",2
"2789","CHI","FUGITIVE OPERATIONS ON STREET CALHOUN COUNTY, ILLINOIS",1
"2790","CHI","FUGITIVE OPERATIONS ON STREET CAPE GIRARDEAU COUNTY, MISSOURI",6
"2791","CHI","FUGITIVE OPERATIONS ON STREET CASS COUNTY, ILLINOIS",5
"2792","CHI","FUGITIVE OPERATIONS ON STREET CHAMPAIGN COUNTY, ILLINOIS",78
"2793","CHI","FUGITIVE OPERATIONS ON STREET CHRISTIAN COUNTY, ILLINOIS",6
"2794","CHI","FUGITIVE OPERATIONS ON STREET CLARK COUNTY, ILLINOIS",4
"2795","CHI","FUGITIVE OPERATIONS ON STREET CLINTON COUNTY, ILLINOIS",4
"2796","CHI","FUGITIVE OPERATIONS ON STREET DUNKLIN COUNTY, MISSOURI",2
"2797","CHI","FUGITIVE OPERATIONS ON STREET EDWARDS COUNTY, ILLINOIS",1
"2798","CHI","FUGITIVE OPERATIONS ON STREET EFFINGHAM COUNTY, ILLINOIS",7
"2799","CHI","FUGITIVE OPERATIONS ON STREET FAYETTE COUNTY, ILLINOIS",5
"2800","CHI","FUGITIVE OPERATIONS ON STREET FRANKLIN COUNTY, MISSOURI",4
"2801","CHI","FUGITIVE OPERATIONS ON STREET GASCONDADE COUNTY, MISSOURI",1
"2802","CHI","FUGITIVE OPERATIONS ON STREET JACKSON COUNTY, ILLINOIS",12
"2803","CHI","FUGITIVE OPERATIONS ON STREET JEFFERSON COUNTY, ILLINOIS",5
"2804","CHI","FUGITIVE OPERATIONS ON STREET JERSEY COUNTY, ILLINOIS",2
"2805","CHI","FUGITIVE OPERATIONS ON STREET JOHNSON COUNTY, ILLINOIS",5
"2806","CHI","FUGITIVE OPERATIONS ON STREET LINCOLN COUNTY, MISSOURI",2
"2807","CHI","FUGITIVE OPERATIONS ON STREET MACON COUNTY, ILLINOIS",9
"2808","CHI","FUGITIVE OPERATIONS ON STREET MACON COUNTY, MISSOURI",1
"2809","CHI","FUGITIVE OPERATIONS ON STREET MACOUPIN COUNTY, ILLINOIS",1
"2810","CHI","FUGITIVE OPERATIONS ON STREET MADISON COUNTY, ILLINOIS",19
"2811","CHI","FUGITIVE OPERATIONS ON STREET MADISON COUNTY, MISSOURI",1
"2812","CHI","FUGITIVE OPERATIONS ON STREET MARION COUNTY, ILLINOIS",4
"2813","CHI","FUGITIVE OPERATIONS ON STREET MISSISSIPPI COUNTY, MISSOURI",1
"2814","CHI","FUGITIVE OPERATIONS ON STREET MONROE COUNTY, ILLINOIS",1
"2815","CHI","FUGITIVE OPERATIONS ON STREET MONTGOMERY COUNTY, ILLINOIS",3
"2816","CHI","FUGITIVE OPERATIONS ON STREET NEW MADRID COUNTY, ILLINOIS",3
"2817","CHI","FUGITIVE OPERATIONS ON STREET PEMISCOTT COUNTY, MISSOURI",1
"2818","CHI","FUGITIVE OPERATIONS ON STREET PERRY COUNTY, ILLINOIS",1
"2819","CHI","FUGITIVE OPERATIONS ON STREET PIKE COUNTY, ILLINOIS",3
"2820","CHI","FUGITIVE OPERATIONS ON STREET PULASKI COUNTY, ILLINOIS",3
"2821","CHI","FUGITIVE OPERATIONS ON STREET RANDOLPH COUNTY, ILLINOIS",4
"2822","CHI","FUGITIVE OPERATIONS ON STREET SALINE COUNTY, ILLINOIS",1
"2823","CHI","FUGITIVE OPERATIONS ON STREET SANGAMON COUNTY, ILLINOIS",12
"2824","CHI","FUGITIVE OPERATIONS ON STREET ST CHARLES COUNTY, MISSOURI",25
"2825","CHI","FUGITIVE OPERATIONS ON STREET ST CLAIR COUNTY, ILLINOIS",27
"2826","CHI","FUGITIVE OPERATIONS ON STREET ST FRANCOIS COUNTY, MISSOURI",1
"2827","CHI","FUGITIVE OPERATIONS ON STREET ST LOUIS CITY, MISSOURI",41
"2828","CHI","FUGITIVE OPERATIONS ON STREET ST LOUIS COUNTY, MISSOURI",53
"2829","CHI","FUGITIVE OPERATIONS ON STREET UNION COUNTY, ILLINOIS",2
"2830","CHI","FUGITIVE OPERATIONS ON STREET WABASH COUNTY, ILLINOIS",2
"2831","CHI","FUGITIVE OPERATIONS ON STREET WARREN COUNTY, MISSOURI",7
"2832","CHI","FUGITIVE OPERATIONS ON STREET WAYNE COUNTY, ILLINOIS",1
"2833","CHI","FUGITIVE OPERATIONS ON STREET WAYNE COUNTY, MISSOURI",1
"2834","CHI","FUGITIVE OPERATIONS ON STREET WHITE COUNTY, ILLINOIS",1
"2835","CHI","FUGITIVE OPERATIONS SPRINGFIELD, MISSOURI",3
"2836","CHI","FUGITIVE OPERATIONS STL MO",122
"2837","CHI","FUGITIVE OPERATIONS St Louis",177
"2838","CHI","FUGITIVE OPERATIONS-CROSSCHECK STL FOT",33
"2839","CHI","FUGITIVE OPERATIONS-DETAINER STL FOT",4
"2840","CHI","FUGITIVE REFERRALS",42
"2841","CHI","FUGITIVE SOUTH TEAM ARRESTS",1497
"2842","CHI","FUGOP NON FUGITIVE ID",1
"2843","CHI","FUGOP-NON FUGITIVE",1
"2844","CHI","FULTON COUNTY DETENTION CTR, KY",7
"2845","CHI","FULTON COUNTY SHERIFF'S OFFICE, IL",3
"2846","CHI","FULTON COUNTY SHERIFF'S OFFICE, INDIANA",3
"2847","CHI","FULTON RECEPTION AND DIAGNOSTIC CENTER",27
"2848","CHI","Fort Wayne, IN sub-office",35
"2849","CHI","GEARY COUNTY SHERIFFS OFFICE KANSAS",56
"2850","CHI","GEO DOWNTOWN SNA FACILITY",1
"2851","CHI","GIBSON COUNTY SHERIFF'S OFFICE, INDIANA",46
"2852","CHI","GLENDALE, MISSOURI POLICE DEPARTMENT",1
"2853","CHI","GOVE COUNTY SHERIFFS OFFICE, GOVE, KANSAS",1
"2854","CHI","GRAHAM CORRECTIONAL CENTER, IL",2
"2855","CHI","GRAHAM CORRECTIONAL CENTER, IL (ILLINIS DOC)",8
"2856","CHI","GRANDVIEW MISSOURI AREA NON-CUSTODIAL ARREST",24
"2857","CHI","GRANITE CITY, ILLINOIS POLICE DEPARTMENT",15
"2858","CHI","GRANT COUNTY DETENTION CTR, KY",27
"2859","CHI","GRANT COUNTY SHERIFF'S OFFICE, INDIANA",52
"2860","CHI","GRANT COUNTY SHERIFFS OFFICE, ULYSSES, KANSAS",62
"2861","CHI","GRAVES COUNTY JAIL, KY",99
"2862","CHI","GRAY COUNTY SHERIFFS OFFICE, CIMARRON, KANSAS",4
"2863","CHI","GRAYSON COUNTY DETENTION CTR, KY",86
"2864","CHI","GREELY COUNTY SHERIFFS OFFICE, TRIBUNE, KANSAS",4
"2865","CHI","GREEN COUNTY SHERIFF'S OFFICE, IL",3
"2866","CHI","GREENE COUNTY SHERIFF'S OFFICE, INDIANA",2
"2867","CHI","GREENE COUNTY SHERIFFS OFFICE, MISSOURI",184
"2868","CHI","GREENUP COUNTY JAIL, KY",6
"2869","CHI","GREENVILLE FCI (BOP)",1
"2870","CHI","GREENVILLE FEDERAL CORERCTIONAL INST (BOP)",55
"2871","CHI","GREENWOOD COUNTY SHERIFFS OFFICE, EUREKA, KANSAS",6
"2872","CHI","GRUNDY COUNTY SHERIFF'S OFFICE, IL",4
"2873","CHI","GRUNDY COUNTY SHERIFFS OFFICE MISSOURI",2
"2874","CHI","Garden City, KS sub-office",154
"2875","CHI","HAMILTON COUNTY JAIL",1
"2876","CHI","HAMILTON COUNTY SHERIFF'S OFFICE, INDIANA",317
"2877","CHI","HAMILTON COUNTY SHERIFFS OFFICE, SYRACUSE, KANSAS",48
"2878","CHI","HANCOCK COUNTY SHERIFF'S OFFICE, IL",1
"2879","CHI","HANCOCK COUNTY SHERIFF'S OFFICE, INDIANA",120
"2880","CHI","HANLEY HILLS POLICE DEPARTMENT, MISSOURI",1
"2881","CHI","HANNIBAL, MISSOURI POLICE DEPARTMENT",1
"2882","CHI","HARDIN COUNTY DETENTION CTR, KY",328
"2883","CHI","HARLAN COUNTY DETENTION CTR, KY",8
"2884","CHI","HARPER COUNTY SHERIFFS OFFICE, ANTHONY, KANSAS",7
"2885","CHI","HARRIS COUNTY SHERIFF'S OFFICE, INDIANA",60
"2886","CHI","HARRISION COUNTY SHERIFFS OFFICE MISSOURI",2
"2887","CHI","HARRISON COUNTY, KY SHERIFF'S OFFICE",23
"2888","CHI","HART COUNTY JAIL, KY",28
"2889","CHI","HARVEY COUNTY SHERIFF'S OFFICE, NEWTON, KANSAS",1
"2890","CHI","HARVEY COUNTY SHERIFFS OFFICE, NEWTON, KANSAS",45
"2891","CHI","HARVEY POLICE DEPARTMENT",1
"2892","CHI","HASKELL COUNTY SHERIFFS OFFICE, SUBLETTE, KANSAS",24
"2893","CHI","HAZELWOOD POLICE DEPARTMENT, MISSOURI",10
"2894","CHI","HENDERSON COUNTY DETENTION CTR, KY",38
"2895","CHI","HENDRICKS COUNTY SHERIFF'S OFFICE, DANVILLE, INDIANA",236
"2896","CHI","HENRY COUNTY SHERIFF'S OFFICE, IL",28
"2897","CHI","HENRY COUNTY SHERIFF'S OFFICE, INDIANA",37
"2898","CHI","HERLONG FCI",2
"2899","CHI","HICKMAN COUNTY DETENTION CTR, KY",2
"2900","CHI","HICKORY COUNTY SHERIFFS OFFICE MISSOURI",1
"2901","CHI","HID GENERAL AREA, NON-SPECIFIC",1
"2902","CHI","HIGH DESERT STATE PRISON (NDOC)",6
"2903","CHI","HILL CORRECTIONAL CENTER (ILLINOIS DOC)",64
"2904","CHI","HILL CORRECTIONAL CENTER, IL",6
"2905","CHI","HILLSDALE POLICE DEPARTMENT, MISSOURI",1
"2906","CHI","HLG GENERAL AREA, NON-SPECIFIC",3
"2907","CHI","HODGEMAN COUNTY SHERIFFS OFFICE, JETMORE, KANSAS",2
"2908","CHI","HOLT COUNTY SHERIFFS OFFICE MISSOURI",5
"2909","CHI","HOPKINS COUNTY JAIL, KY",44
"2910","CHI","HOWARD COUNTY SHERIFF'S OFFICE, INDIANA",22
"2911","CHI","HOWELL COUNTY SHERIFFS OFFICE, MISSOURI",3
"2912","CHI","HUNTINGTON COUNTY SHERIFF'S OFFICE, INDIANA",22
"2913","CHI","Henderson County Detention Center",46
"2914","CHI","ICE ERO NEWARK",73
"2915","CHI","ICE/ERO OFFICE LOBBY  SPRINGFIELD, MISSOURI",162
"2916","CHI","ICE/ERO OFFICE LOBBY SPRINGFIELD, MISSOURI",105
"2917","CHI","IFI GENERAL AREA, NON-SPECIFIC ID",2
"2918","CHI","ILLINOIS RIVER CORR. FACILITY (ILLINOIS DOC)",40
"2919","CHI","ILLINOIS RIVER CORRECTIONAL CENTER, IL",4
"2920","CHI","IN DOC RECEPTION & DIAGNOSTICS CTR, IN (INDIANA DOC)",4
"2921","CHI","IN DOC RECEPTION AND DIAGNOSTICS CENTER 737 MOON ROAD, PLAINFIELD, IN",1
"2922","CHI","IND GENERAL AREA, NON-SPECIFIC",2
"2923","CHI","INDEPENDENCE MO PD",44
"2924","CHI","INDIANA DEPARTMENT OF CORRECTIONS, INDIANA",893
"2925","CHI","INDIANA STATE PRISON, IN  (INDIANA DOC)",6
"2926","CHI","INP GENERAL AREA, NON-SPECIFIC",7243
"2927","CHI","IOWA MEDICAL AND CLASSIFICATION CENTER, IA",1
"2928","CHI","IROQUOIS COUNTY SHERIFF'S OFFICE, IL",1
"2929","CHI","JAC - FLORIDA DEPARTMENT OF CORRECTIONS",1
"2930","CHI","JACKSON COUNTY JAIL, KY",1
"2931","CHI","JACKSON COUNTY SHERIFF'S OFFICE, BROWNSTOWN, INDIANA",336
"2932","CHI","JACKSON COUNTY SHERIFF'S OFFICE, IL",5
"2933","CHI","JACKSON COUNTY SHERIFFS OFFICE KANSAS",39
"2934","CHI","JACKSON COUNTY SHERIFFS OFFICE MISSOURI",871
"2935","CHI","JACKSON, GA",2
"2936","CHI","JACKSONVILLE CORRECTIONAL CENTER, IL",18
"2937","CHI","JAK GENERAL AREA, NON-SPECIFIC",7
"2938","CHI","JASPER COUNTY SHERIFF'S OFFICE, INDIANA",35
"2939","CHI","JASPER COUNTY SHERIFFS OFFICE, MISSOURI",170
"2940","CHI","JAY COUNTY SHERIFF'S OFFICE, INDIANA",21
"2941","CHI","JEFFERSON CITY CORRECTIONAL CENTER MISSOURI DEPARTMENT CORRECTIONS",10
"2942","CHI","JEFFERSON COUNTY LOUISVILLE CORRECTIONS, KY",1
"2943","CHI","JEFFERSON COUNTY SHERIFF'S DEPARTMENT, MISSOURI",23
"2944","CHI","JEFFERSON COUNTY SHERIFF'S OFFICE, IL",23
"2945","CHI","JEFFERSON COUNTY SHERIFF'S OFFICE, INDIANA",18
"2946","CHI","JEFFERSON COUNTY SHERIFFS OFFICE KANSAS",6
"2947","CHI","JEFFERSON COUNTY, MISSOURI",1
"2948","CHI","JENNINGS COUNTY SHERIFF'S OFFICE, NORTH VERNON, INDIANA",50
"2949","CHI","JENNINGS POLICE DEPARTMENT, MISSOURI",1
"2950","CHI","JESSAMINE COUNTY DETENTION CTR, KY",88
"2951","CHI","JEWELL COUNTY SHERIFFS OFFICE, MANKATO, KANSAS",1
"2952","CHI","JFK GENERAL AREA, NON-SPECIFIC",1
"2953","CHI","JNA GENERAL AREA, NON-SPECIFIC",1
"2954","CHI","JODAVIESS COUNTY SHERIFF'S OFFICE, IL",12
"2955","CHI","JOHNSON COUNTY JAIL, KY",4
"2956","CHI","JOHNSON COUNTY KANSAS AREA NON-CUSTODIAL ARREST",259
"2957","CHI","JOHNSON COUNTY SHERIFF'S OFFICE, FRANKLIN, INDIANA",449
"2958","CHI","JOHNSON COUNTY SHERIFFS OFFICE KANSAS",1196
"2959","CHI","JOHNSON COUNTY SHERIFFS OFFICE MISSOURI",14
"2960","CHI","JOPLIN POLICE DEPARTMENT, MISSOURI",29
"2961","CHI","KAN GENERAL AREA, NON-SPECIFIC",3251
"2962","CHI","KANE COUNTY SHERIFF'S OFFICE, IL",577
"2963","CHI","KANKAKEE COUNTY SHERIFF'S OFFICE, IL",46
"2964","CHI","KANSAS CITY DETENTION AND REMOVAL OPERATIONS OFFICE",392
"2965","CHI","KANSAS CITY KANSAS AREA NON-CUSTODIAL ARREST",147
"2966","CHI","KANSAS CITY MISSOURI AREA NON-CUSTODIAL ARREST",515
"2967","CHI","KANSAS CITY POLICE DEPARTMENT KANSAS CITY MISSOURI",272
"2968","CHI","KCD GENERAL AREA, NON-SPECIFIC",1
"2969","CHI","KDOC, EL DORADO CORRECTIONAL FACILITY",110
"2970","CHI","KDOC, ELLSWORTH CORRECTIONAL FACILITY",12
"2971","CHI","KDOC, HUTCHINSON CORRECTIONAL  FACILITY, HUTCHINSON, KANSAS",348
"2972","CHI","KDOC, HUTCHINSON CORRECTIONAL FACILITY, HUTCHINSON, KANSAS",1
"2973","CHI","KDOC, LARNED CORRECTIONAL FACILITY, LARNED, KANSAS",12
"2974","CHI","KDOC, NORTON CORRECTIONAL FACILITY, NORTON, KANSAS",27
"2975","CHI","KEARNY COUNTY SHERIFFS OFFICE, LAKIN, KANSAS",15
"2976","CHI","KENDALL COUNTY SHERIFF'S OFFICE, IL",19
"2977","CHI","KENOSHA COUNTY JAIL, WI",1
"2978","CHI","KENTON COUNTY DETENTION CTR, KY",321
"2979","CHI","KENTUCKY DEPARTMENT OF CORRECTIONS",515
"2980","CHI","KINGMAN COUNTY SHERIFFS OFFICE, KINGMAN, KANSAS",22
"2981","CHI","KIOWA COUNTY SHERIFFS OFFICE, GREENSBURG, KANSAS",19
"2982","CHI","KIRKLAND STATE PRISON, SC",1
"2983","CHI","KIRKSVILLE POLICE DEPARTMENT, MISSOURI",2
"2984","CHI","KIRKWOOD POLICE DEPARTMENT, MISSOURI",2
"2985","CHI","KNOX COUNTY DETENTION CTR, KY",10
"2986","CHI","KNOX COUNTY SHERIFF'S OFFICE, IL",12
"2987","CHI","KNOX COUNTY SHERIFF'S OFFICE, VINCENNES, INDIANA",36
"2988","CHI","KOSCIUSKO COUNTY SHERIFF'S OFFICE, INDIANA",58
"2989","CHI","LA PORTE COUNTY SHERIFF'S OFFICE, INDIANA",8
"2990","CHI","LA SALLE COUNTY SHERIFF'S OFFICE, IL",1
"2991","CHI","LABETTE COUNTY SHERIFFS OFFICE, OSWEGO, KANSAS",5
"2992","CHI","LACLEDE COUNTY SHERIFFS OFFICE, MISSOURI",11
"2993","CHI","LADUE POLICE DEPARTMENT, MISSOURI",2
"2994","CHI","LAF GENERAL AREA, NON-SPECIFIC",1
"2995","CHI","LAFAYETTE COUNTY SHERIFFS OFFICE MISSOURI",24
"2996","CHI","LAGRANGE COUNTY SHERIFF'S OFFICE, INDIANA",26
"2997","CHI","LAKE COUNTY INDIANA",2
"2998","CHI","LAKE COUNTY JAIL, IL",533
"2999","CHI","LAKE COUNTY SHERIFF'S OFFICE, IL",133
"3000","CHI","LAKE COUNTY SHERIFF'S OFFICE, IN",53
"3001","CHI","LAKE COUNTY SHERIFF'S OFFICE, INDIANA",1
"3002","CHI","LAKE COUNTY, IL GENERAL AREA",1
"3003","CHI","LAKE ST. LOUIS POLICE DEPARTMENT, MISSOURI",1
"3004","CHI","LANE COUNTY SHERIFFS OFFICE, DIGHTON, KANSAS",1
"3005","CHI","LANSING CORRECTIONAL FACILITY KANSAS DEPARTMENT OF CORRECTIONS",74
"3006","CHI","LAPORT COUNTY SHERIFF'S OFFICE, IN",11
"3007","CHI","LARUE COUNTY DETENTION CTR, KY",38
"3008","CHI","LASALLE COUNTY SHERIFF'S OFFICE, IL",10
"3009","CHI","LASALLE DETENTION FACILITY (JENA)",1
"3010","CHI","LAUREL COUNTY DETENTION CTR, KY",56
"3011","CHI","LAWRENCE CORR. CENTER, IL (ILLINOIS DOC)",27
"3012","CHI","LAWRENCE CORRECTIONAL CENTER",5
"3013","CHI","LAWRENCE COUNTY SHERIFF'S OFFICE, BEDFORD, INDIANA",5
"3014","CHI","LAWRENCE COUNTY SHERIFF'S OFFICE, IL",1
"3015","CHI","LAWRENCE COUNTY SHERIFFS OFFICE, MISSOURI",24
"3016","CHI","LEAR - ARIZONA DEPARTMENT OF PUBLIC SAFETY",3
"3017","CHI","LEAVENWORTH COUNTY SHERIFFS OFFICE KANSAS",36
"3018","CHI","LEAVENWORTH FEDERAL CAMP LEAVENWORTH KANSAS",14
"3019","CHI","LEE COUNTY JAIL, KY",5
"3020","CHI","LEE COUNTY SHERIFF'S OFFICE, IL",2
"3021","CHI","LEE USP-VA",1
"3022","CHI","LETCHER COUNTY JAIL, KY",5
"3023","CHI","LEWIS COUNTY DETENTION CTR, KY",7
"3024","CHI","LEWIS COUNTY SHERIFF'S DEPARTMENT, MISSOURI",2
"3025","CHI","LINCOLN CORR. CENTER, IL (ILLINOIS DOC)",9
"3026","CHI","LINCOLN CORRECTIONAL CENTER, IL",3
"3027","CHI","LINCOLN COUNTY REGIONAL JAIL, KY",67
"3028","CHI","LINCOLN COUNTY SHERIFF'S DEPARTMENT, MISSOURI",29
"3029","CHI","LINCOLN COUNTY SHERIFFS OFFICE, LINCOLN, KANSAS",3
"3030","CHI","LINN COUNTY SHERIFFS OFFICE KANSAS",2
"3031","CHI","LIVINGSTON COUNTY SHERIFF'S OFFICE, IL",7
"3032","CHI","LIVINGSTON COUNTY SHERIFFS OFFICE MISSOURI",5
"3033","CHI","LOGAN CORR. CENTER, IL (ILLINOIS DOC)",33
"3034","CHI","LOGAN CORRECTIONAL CENTER, IL",1
"3035","CHI","LOGAN COUNTY DETENTION CENTER",1
"3036","CHI","LOGAN COUNTY DETENTION CTR, KY",51
"3037","CHI","LOGAN COUNTY SHERIFF'S OFFICE, IL",11
"3038","CHI","LOS ANGELES COUNTY GENERAL AREA, NON-SPECIFIC",2
"3039","CHI","LOU GENERAL AREA, NON-SPECIFIC",869
"3040","CHI","LOUISIANA POLICE DEPARTMENT, MISSOURI",1
"3041","CHI","LOUISVILLE CAP STREET ARREST",1643
"3042","CHI","LOUISVILLE FUGITIVE OPS ARREST",3344
"3043","CHI","LOUISVILLE METRO CORRECTIONS, KY",1700
"3044","CHI","LOUISVILLE METRO GENERAL AREA, NON-SPECIFIC",2
"3045","CHI","LRD GENERAL AREA, NON-SPECIFIC",1
"3046","CHI","LVG GENERAL AREA, NON-SPECIFIC",2
"3047","CHI","LYON COUNTY SHERIFFS OFFICE KANSAS",29
"3048","CHI","MACON COUNTY SHERIFF'S DEPARTMENT, MISSOURI",11
"3049","CHI","MACON COUNTY SHERIFF'S OFFICE, IL",15
"3050","CHI","MACOUPIN COUNTY SHERIFF'S OFFICE, IL",2
"3051","CHI","MADISON COUNTY DETENTION CTR, KY",59
"3052","CHI","MADISON COUNTY SHERIFF'S DEPARTMENT, ILLINOIS",93
"3053","CHI","MADISON COUNTY SHERIFF'S DEPARTMENT, MISSOURI",12
"3054","CHI","MADISON COUNTY SHERIFF'S OFFICE, INDIANA",100
"3055","CHI","MANCHESTER POLICE DEPARTMENT, MISSOURI",7
"3056","CHI","MAPLEWOOD POLICE DEPARTMENT, MISSOURI",12
"3057","CHI","MARIES COUNTY SHERIFF'S DEPARTMENT, MISSOURI",1
"3058","CHI","MARION COUNTY DETENTION CTR, KY",192
"3059","CHI","MARION COUNTY SHERIFF'S DEPARTMENT, MISSOURI",10
"3060","CHI","MARION COUNTY SHERIFF'S OFFICE, IL",6
"3061","CHI","MARION COUNTY SHERIFF'S OFFICE, IN",2
"3062","CHI","MARION COUNTY SHERIFF'S OFFICE, INDIANAPOLIS, INDIANA",4237
"3063","CHI","MARION COUNTY SHERIFFS OFFICE, MARION, KANSAS",4
"3064","CHI","MARION USP, IL (BOP)",13
"3065","CHI","MARSHALL COUNTY SHERIFF'S OFFICE, INDIANA",33
"3066","CHI","MARSHALL COUNTY SHERIFFS OFFICE KANSAS",2
"3067","CHI","MARSHALL COUNTY, KY",3
"3068","CHI","MARTIN COUNTY SHERIFF'S OFFICE, INDIANA",2
"3069","CHI","MARYLAND HEIGHTS POLICE, DEPARTMENT, MISSOURI",28
"3070","CHI","MASON COUNTY DETENTION CTR, KY",31
