"","apprehension_landmark","total"
"3219","E DIST OK MUSKOGEE DIV MUSKOGEE CO CRIM AT LARGE",20
"3220","E DIST OK MUSKOGEE DIV MUSKOGEE CO PROBATION",1
"3221","E DIST OK MUSKOGEE DIV OKFUSKEE CO CRIM AT LARGE",1
"3222","E DIST OK MUSKOGEE DIV OKMULGEE CO AT LARGE",1
"3223","E DIST OK MUSKOGEE DIV OKMULGEE CO CRIM AT LARGE",1
"3224","E DIST OK MUSKOGEE DIV PITTSBURG CO AT LARGE",1
"3225","E DIST OK MUSKOGEE DIV PITTSBURG CO CRIM AT LARGE",3
"3226","E DIST OK MUSKOGEE DIV PONTOTOC CO CRIM AT LARGE",3
"3227","E DIST OK MUSKOGEE DIV SEMINOLE CO CRIM AT LARGE",2
"3228","E DIST OK MUSKOGEE DIV SEQUOYAH CO AT LARGE",1
"3229","E DIST OK MUSKOGEE DIV SEQUOYAH CO CRIM AT LARGE",11
"3230","E DIST OK MUSKOGEE DIV WAGONER CO AT LARGE",2
"3231","E DIST OK MUSKOGEE DIV WAGONER CO CRIM AT LARGE",5
"3232","E DIST TX MARSHALL DIV CAMP CO CRIM AT LARGE",6
"3233","E DIST TX MARSHALL DIV CAMP CO PROBATION",1
"3234","E DIST TX MARSHALL DIV HARRISON CO CRIM AT LARGE",2
"3235","E DIST TX MARSHALL DIV HARRISON CO P&P AT LARGE",4
"3236","E DIST TX MARSHALL DIV HARRISON CO PROBATION",11
"3237","E DIST TX MARSHALL DIV MARION CO CRIM AT LARGE",1
"3238","E DIST TX MARSHALL DIV MARSHALL FPO",1
"3239","E DIST TX MARSHALL DIV UPSHUR CO CRIM AT LARGE",4
"3240","E DIST TX MARSHALL DIV UPSHUR CO PROBATION",12
"3241","E DIST TX SHERMAN DIV COLLIN CO CRIM AT LARGE",126
"3242","E DIST TX SHERMAN DIV COLLIN CO NON CRIM",47
"3243","E DIST TX SHERMAN DIV COLLIN CO P&P AT LARGE",66
"3244","E DIST TX SHERMAN DIV COLLIN CO PROBATION",189
"3245","E DIST TX SHERMAN DIV COOK CO CRIM AT LARGE",8
"3246","E DIST TX SHERMAN DIV COOK CO P&P AT LARGE",5
"3247","E DIST TX SHERMAN DIV COOK CO PROBATION",2
"3248","E DIST TX SHERMAN DIV DELTA CO CRIM AT LARGE",3
"3249","E DIST TX SHERMAN DIV DENTON CO CRIM AT LARGE",159
"3250","E DIST TX SHERMAN DIV DENTON CO NON CRIM",28
"3251","E DIST TX SHERMAN DIV DENTON CO P&P AT LARGE",125
"3252","E DIST TX SHERMAN DIV DENTON CO PROBATION",109
"3253","E DIST TX SHERMAN DIV FANNIN CO CRIM AT LARGE",1
"3254","E DIST TX SHERMAN DIV FANNIN CO NON CRIM",1
"3255","E DIST TX SHERMAN DIV FANNIN CO P&P AT LARGE",5
"3256","E DIST TX SHERMAN DIV FANNIN CO PROBATION",20
"3257","E DIST TX SHERMAN DIV GRAYSON CO CRIM AT LARGE",15
"3258","E DIST TX SHERMAN DIV GRAYSON CO NON CRIM",1
"3259","E DIST TX SHERMAN DIV GRAYSON CO P&P AT LARGE",16
"3260","E DIST TX SHERMAN DIV GRAYSON CO PROBATION",49
"3261","E DIST TX SHERMAN DIV HOPKINS CO CRIM AT LARGE",2
"3262","E DIST TX SHERMAN DIV HOPKINS CO NON CRIM",1
"3263","E DIST TX SHERMAN DIV HOPKINS CO PROBATION",2
"3264","E DIST TX SHERMAN DIV LAMAR CO CRIM AT LARGE",8
"3265","E DIST TX SHERMAN DIV LAMAR CO NON CRIM",1
"3266","E DIST TX SHERMAN DIV LAMAR CO P&P AT LARGE",1
"3267","E DIST TX SHERMAN DIV PLANO FPO",7
"3268","E DIST TX SHERMAN DIV SHERMAN FPO",3
"3269","E DIST TX TEXARKANA DIV BOWIE CO PROBATION",20
"3270","E DIST TX TEXARKANA DIV TITUS CO CRIM AT LARGE",11
"3271","E DIST TX TEXARKANA DIV TITUS CO P&P AT LARGE",4
"3272","E DIST TX TEXARKANA DIV TITUS CO PROBATION",1
"3273","E DIST TX TYLER DIV ANDERSON CO CRIM AT LARGE",11
"3274","E DIST TX TYLER DIV ANDERSON CO NON CRIM",1
"3275","E DIST TX TYLER DIV ANDERSON CO P&P AT LARGE",2
"3276","E DIST TX TYLER DIV ANDERSON CO PROBATION",11
"3277","E DIST TX TYLER DIV CHEROKEE CO CRIM AT LARGE",2
"3278","E DIST TX TYLER DIV CHEROKEE CO NON CRIM",1
"3279","E DIST TX TYLER DIV CHEROKEE CO P&P AT LARGE",7
"3280","E DIST TX TYLER DIV CHEROKEE CO PROBATION",24
"3281","E DIST TX TYLER DIV GREGG CO CRIM AT LARGE",16
"3282","E DIST TX TYLER DIV GREGG CO NON CRIM",3
"3283","E DIST TX TYLER DIV GREGG CO P&P AT LARGE",13
"3284","E DIST TX TYLER DIV GREGG CO PROBATION",1
"3285","E DIST TX TYLER DIV HENDERSON CO CRIM AT LARGE",7
"3286","E DIST TX TYLER DIV HENDERSON CO P&P AT LARGE",3
"3287","E DIST TX TYLER DIV HENDERSON CO PROBATION",23
"3288","E DIST TX TYLER DIV PANOLA CO CRIM AT LARGE",3
"3289","E DIST TX TYLER DIV RAINS CO CRIM AT LARGE",1
"3290","E DIST TX TYLER DIV RUSK CO CRIM AT LARGE",7
"3291","E DIST TX TYLER DIV RUSK CO P&P AT LARGE",4
"3292","E DIST TX TYLER DIV RUSK CO PROBATION",8
"3293","E DIST TX TYLER DIV SMITH CO CRIM AT LARGE",120
"3294","E DIST TX TYLER DIV SMITH CO NON CRIM",2
"3295","E DIST TX TYLER DIV SMITH CO P&P AT LARGE",27
"3296","E DIST TX TYLER DIV SMITH CO PROBATION",66
"3297","E DIST TX TYLER DIV VAN ZANDT CO CRIM AT LARGE",2
"3298","E DIST TX TYLER DIV VAN ZANDT CO P&P AT LARGE",2
"3299","E DIST TX TYLER DIV WOOD CO PROBATION",1
"3300","E OF 281 TO KENNEDY CO LINE, VIBORAS NORTH FENCE LINE TO CAGE EAST N FENCELINE",2
"3301","E OF WILLOW RD TO POE, PANEL #74 TO POE",1
"3302","EAGLE COUNTY",1
"3303","EAGLE COUNTY JAIL",204
"3304","EAGLE COUNTY PROBATION OFFICE",23
"3305","EAGLE COUNTY, COLORADO",69
"3306","EAGLE PASS PORT OF ENTRY BRIDGE #1",1
"3307","EARLY COUNTY, GA",7
"3308","EAST BATON ROUGE PARISH JAIL, BATON ROUGE, LA",1
"3309","EAST BATON ROUGE PARISH PRISON",629
"3310","EAST BATON ROUGE PARRISH SHERRIF'S OFFICE, LA",12
"3311","EAST BOSTON",6
"3312","EAST BOSTON DISTRICT COURT",37
"3313","EAST BRUNSWICK PD",25
"3314","EAST CARROLL PARISH JAIL",2
"3315","EAST CENTRAL REGIONAL JUVENILE CENTER ANOKA CO, MN",2
"3316","EAST DUBLIN, GA",1
"3317","EAST FELICIANA PARISH JAIL",6
"3318","EAST FROM 1.5 MILES EAST OF WHITE HOUSE GATE",3
"3319","EAST GRANBY, CT",1
"3320","EAST GREENWICH TOWNSHIP POLICE DEPARTMENT",1
"3321","EAST HANOVER TWP PD",10
"3322","EAST HARTFORD, CT",16
"3323","EAST HARTFORD, CT POLICE DEPARTMENT",8
"3324","EAST HAVEN, CT",5
"3325","EAST HAVEN, CT POLICE DEPARTMENT",7
"3326","EAST HIDALGO DETENTION CENTER - TX",2
"3327","EAST HIDALGO DETENTION CENTER, LA VILLA, TX",430
"3328","EAST HUNT CORRECTIONAL CENTER",11
"3329","EAST JERSEY STATE PRISION",95
"3330","EAST LAKE JUVENILE HALL, LOS ANGELES, CA",2
"3331","EAST LOS ANGELES SHERIFF'S DEPT, EAST LOS ANGELES, CA",105
"3332","EAST LOS ANGELES SHERIFFS DEPT, EAST LOS ANGELES, CA",1
"3333","EAST MESA DETENTION FACILITY",593
"3334","EAST MESA JUVENILE DETENTION FACILITY",6
"3335","EAST MOLINE CORRECTIONAL CENTER, IL (ILLINOIS DOC)",3
"3336","EAST OF TRES BELLOTAS",2
"3337","EAST ORANGE PD",46
"3338","EAST POINT, GA",37
"3339","EAST RUTHERFORD PD",12
"3340","EAST WINDSOR TOWNSHIP POLICE DEPARTMENT",69
"3341","EAST WINDSOR, CT",3
"3342","EAST WINDSOR, CT POLICE DEPARTMENT",3
"3343","EASTAMPTON POLICE DEPARTMENT",1
"3344","EASTERN CORRECTIONAL INSTITUTION",75
"3345","EASTERN MISSOURI CORRECTIONAL CENTER, MISSOURI DEPARTMENT OF CORRECTIONS",1
"3346","EASTERN MISSOURI CORRECTIONAL CENTER, MISSOURI DEPARTMETN OF CORRECTIONS",11
"3347","EASTERN OREGON CORRECTIONAL INSTITUTION (EOCI)",92
"3348","EASTERN OREGON YOUTH CORRECTIONS FACILITY",1
"3349","EASTERN REGIONAL RECEPTION AND DIAGNOSTIC CENTER, MISSOURI",63
"3350","EASTERN SHORE AREA, VIRGINIA",14
"3351","EASTERN SHORE REGIONAL JAIL - VA",1
"3352","EASTERN SHORE REGIONAL JAIL VA",35
"3353","EASTLAND COUNTY",17
"3354","EASTON, MD GENERAL AREA",31
"3355","EATON COUNTY JAIL, CHARLOTTE, MI",38
"3356","EATONTON, GA",6
"3357","EATONTOWN PD",19
"3358","ECC GENERAL AREA, NON-SPECIFIC",185
"3359","ECHO GLEN CHILDREN'S CENTER",2
"3360","ECHOLS COUNTY SHERIFFS, GA",4
"3361","ECHOLS COUNTY, GA",1
"3362","ECORSE POLICE DEPARTMENT",3
"3363","ECORSE, MICHIGAN",11
"3364","ECTOR COUNTY DETENTION CENTER",107
"3365","ECTOR COUNTY LAW ENFORCEMENT CENTER",630
"3366","ECTOR COUNTY YOUTH CENTER",2
"3367","EDC GENERAL AREA, NON-SPECIFIC",984
"3368","EDCOUCH CITY JAIL, TX - TX1080300",2
"3369","EDDY COUNTY DETENTION CENTER",22
"3370","EDEN DETENTION CENTER",2
"3371","EDEN DETENTION CENTER - EDEN, TX",4163
"3372","EDEN PRAIRIE PD, MN",1
"3373","EDGAR COUNTY SHERIFF'S OFFICE, IL",1
"3374","EDGARTOWN POLICE DEPT",1
"3375","EDGECOMB COUNTY FUGITIVE OPERATIONS",20
"3376","EDGECOMB COUNTY JAIL",21
"3377","EDGECOMBE CO PROBATION ROCKY MOUNT, NC",1
"3378","EDGECOMBE CO PROBATION TARBORO, NC",1
"3379","EDGEFIELD COUNTY",6
"3380","EDGEFIELD COUNTY, SC",2
"3381","EDGEFIELD FEDERAL CORRECTIONAL INSTITUTION",56
"3382","EDGEFIELD, SC",326
"3383","EDGEWATER PARK POLICE DEPARTMENT",11
"3384","EDGEWATER PD",7
"3385","EDINA POLICE DEPARTMENT - MINNESOTA",2
"3386","EDINBURG CITY JAIL, TX - TX1080400",255
"3387","EDISON PD",52
"3388","EDMOND POLICE DEPARTMENT EDMOND, OK",47
"3389","EDMONSON COUNTY JAIL, KY",1
"3390","EDMUNDS CO JAIL, IPSWICH, SD",1
"3391","EDMUNDSON POLICE DEPARTMENT, MISSOURI",1
"3392","EDNA GENERAL AREA, NON-SPECIFIC",1
"3393","EDNA MAHAN CORRECTIONAL FACILITY FOR WOMEN",103
"3394","EDWARDS, COLORADO",6
"3395","EFFINGHAM COUNTY SHERIFF'S OFFICE, IL",10
"3396","EFFINGHAM COUNTY, GA",39
"3397","EFFINGHAM, ILLINOIS POLICE DEPARTMENT",2
"3398","EGG HARBOR CITY POLICE DEPARTMENT",4
"3399","EGG HARBOR TOWNSHIP POLICE DEPARTMENT",6
"3400","EGP GENERAL AREA, NON-SPECIFIC",5
"3401","EGS GENERAL AREA, NON-SPECIFIC",1
"3402","EL CAJON POLICE DEPARTMENT",3
"3403","EL CAMPO POLICE DEPT, WHARTON CO, TX",1
"3404","EL CAMPO POLICE DEPT, WHARTON COUNTY, TX",12
"3405","EL CAMPO, TEXAS",7
"3406","EL CENTRO BORDER PATROL",26
"3407","EL CENTRO GENERAL AREA, NON SPECIFIC",11
"3408","EL CENTRO POLICE DEPARTMENT",1
"3409","EL CENTRO SECTOR BORDER PATROL",3
"3410","EL CENTRO SERVICE PROCESSING CENTER REPROCESSED CASES",475
"3411","EL CENTRO SERVICE PROCESSING CENTER STREET TEAM",21
"3412","EL DORADO COUNTY JAIL",343
"3413","EL JEBEL, COLORADO",3
"3414","EL MONTE POLICE DEPT, EL MONTE, CA",1
"3415","EL MONTE POLICE DEPT, EL SEGUNDO, CA",92
"3416","EL PASO COUNTY",65
"3417","EL PASO COUNTY COURT HOUSE",7
"3418","EL PASO COUNTY DETENTION FACILITY",1160
"3419","EL PASO COUNTY JAIL",1288
"3420","EL PASO COUNTY PROBATION OFFICE",10
"3421","EL PASO COUNTY, CO",1
"3422","EL PASO COUNTY, COLORADO",210
"3423","EL PASO PROBATION & PAROLE OFFICES WEST TEXAS",1
"3424","EL PASO, TEXAS - DEFAULT LANDMARK",10
"3425","ELBERT COUNTY",4
"3426","ELBERT COUNTY JAIL",38
"3427","ELBERT COUNTY, GA",15
"3428","ELBERTON, GA",10
"3429","ELGIN, IL POLICE DEPARTMENT",3
"3430","ELIZABETH CITY",169
"3431","ELIZABETH PD",372
"3432","ELK COUNTY PRISON",1
"3433","ELK TOWNSHIP POLICE DEPARTMENT",1
"3434","ELKHART COUNTY SHERIFF'S OFFICE, INDIANA",817
"3435","ELKIN, NC",3
"3436","ELLIJAY, GA",30
"3437","ELLINGTON, CT",1
"3438","ELLIS COUNTY CRIM AT LARGE",2
"3439","ELLIS COUNTY GENERAL AREA",8
"3440","ELLIS COUNTY JAIL",8
"3441","ELLIS COUNTY SHERIFFS OFFICE",244
"3442","ELLIS COUNTY SHERIFFS OFFICE, HAYS, KANSAS",27
"3443","ELLISVILLE POLICE DEPARTMENT, MISSOURI",1
"3444","ELLSWORTH COUNTY SHERRIFFS OFFICE, ELLSWORTH, KANSAS",6
"3445","ELM GENERAL AREA, NON-SPECIFIC",2
"3446","ELMER POLICE DEPARTMENT",1
"3447","ELMIRA CORRECTIONAL FACILITY",2
"3448","ELMIRA POLICE DEPARTMENT",6
"3449","ELMORE CORRECTIONAL FACILITY, ELMORE, AL",1
"3450","ELMORE COUNTY GENERAL AREA ID",4
"3451","ELMORE COUNTY JAIL ID",199
"3452","ELMORE COUNTY MISDEMEANOR PROBATION OFFICE ID",4
"3453","ELMWOOD PARK PD",10
"3454","ELOY POLICE DEPARTMENT",1
"3455","ELP GENERAL AREA, NON-SPECIFIC",1069
"3456","ELSA CITY JAIL, TX - TX1080500",1
"3457","ELY STATE PRISON (NDOC)",7
"3458","EMANUEL COUNTY, GA",12
"3459","EMERSON PD",3
"3460","EMERY COUNTY JAIL - UT",24
"3461","EMMETT COUNTY JAIL, PETOSKEY, MI",17
"3462","ENFIELD CORRECTIONAL INSTITUTION, ENFIELD, CT",34
"3463","ENFIELD JUDICIAL MARSHAL'S LOCKUP",4
"3464","ENFIELD, CT",7
"3465","ENFIELD, CT POLICE DEPARTMENT",3
"3466","ENGLEWOOD PD",22
"3467","ENGLISTOWN BOROUGH PD",1
"3468","ENIGMA, GA",1
"3469","ENNIS POLICE DEPARTMENT",44
"3470","EPC GENERAL AREA, NON-SPECIFIC",2134
"3471","EPCDF JAIL ANNEX",2
"3472","EPT GENERAL AREA, NON-SPECIFIC",2
"3473","ERATH COUNTY GENERAL AREA",1
"3474","ERATH COUNTY JAIL",58
"3475","ERIE COUNTY",1400
"3476","ERIE COUNTY JAIL",69
"3477","ERIE COUNTY PRISON",30
"3478","ERIE COUNTY PROBATION",1
"3479","ERIE COUNTY SHERIFF",7
"3480","ERO LOUISVILLE, KY SUB OFFICE",1233
"3481","ERO Office",1
"3482","ERO Office Delegates Drive",1045
"3483","ERO STREET ARREST",706
"3484","ESCAMBIA COUNTY JAIL, AL",37
"3485","ESCAMBIA COUNTY JAIL, FL",658
"3486","ESCAMBIA COUNTY, FL COMMUNITY CORR AND MISD PROBATION",15
"3487","ESCONDIDO POLICE DEPARTMENT",44
"3488","ESM GENERAL AREA, NON-SPECIFIC",3
"3489","ESMERELDA COUNTY JAIL",15
"3490","ESSEX COUNTY",1
"3491","ESSEX COUNTY HOC",559
"3492","ESSEX COUNTY JAIL",1802
"3493","ESSEX COUNTY LOCAL POLICE DEPT",83
"3494","ESSEX COUNTY PROBATION",1
"3495","ESSEX COUNTY PROSECUTOR REFERRAL",4
"3496","ESSEX COUNTY SHERIFF",3
"3497","ESSEX DISTRICT COURT",20
"3498","ESSEX FELLS PD",3
"3499","ESSEX, CT",1
"3500","ESTILL COUNTY JAIL, KY",2
"3501","ESTILL FEDERAL CORRECTIONAL INSTITUTION",560
"3502","ETOWAH COUNTY JAIL, GADSDEN, AL",1
"3503","ETW GENERAL AREA, NON-SPECIFIC",863
"3504","ETX GENERAL AREA, NON-SPECIFIC",67
"3505","EUG GENERAL AREA, NON-SPECIFIC",81
"3506","EUGENE FEDERAL COURTHOUSE",1
"3507","EUHARLEE, GA",2
"3508","EULESS CITY JAIL",155
"3509","EUMCLAW CITY JAIL",18
"3510","EUNICE CITY JAIL",13
"3511","EUREKA POLICE DEPARTMENT, MISSOURI",3
"3512","EVANS CORRECTIONAL INSTITUTION",1
"3513","EVANS COUNTY, GA",19
"3514","EVD GENERAL AREA, NON-SPECIFIC",6
"3515","EVERGLADES CORRECTIONAL INSTITUTION",366
"3516","EVESHAM POLICE DEPARTMENT",153
"3517","EWING TOWNSHIP POLICE DEPARTMENT",12
"3518","Eastland County, TX At Large",4
"3519","Eastland County, TX Jail",12
"3520","Eden Detention Center-Eden, Texas",1304
"3521","Edmunds County Sheriff",1
"3522","El Cajon, CA",20
"3523","El Reno FCI",32
"3524","El Reno PD",19
"3525","Encinitas, CA",20
"3526","Escondido, CA",165
"3527","Eugene CAP",419
"3528","Eugene Non-Detained Docket",594
"3529","Eugene VCAS",52
"3530","Evanston, WY",6
"3531","FAB GENERAL AREA, NON-SPECIFIC",1
"3532","FACILITY 8",95
"3533","FAIR HAVEN PD",2
"3534","FAIR LAWN PD",9
"3535","FAIRBANKS CORRECTIONAL CENTER",4
"3536","FAIRBURN, GA",5
"3537","FAIRFAX COUNTY JAIL - VA",2758
"3538","FAIRFAX COUNTY JUVENILE DETENTION CENTER - VA",6
"3539","FAIRFAX POLICE DEPARTMENT",1
"3540","FAIRFEILD COUNTY, SC",7
"3541","FAIRFEILD, SC",2
"3542","FAIRFIELD COUNTY COURT OF COMMON PLEAS PROBATION",1
"3543","FAIRFIELD PD",12
"3544","FAIRFIELD POLICE DEPARTMENT",2
"3545","FAIRFIELD, CT",3
"3546","FAIRFIELD, CT POLICE EPARTMENT",3
"3547","FAIRHOPE PD, AL",24
"3548","FAIRVIEW PD",74
"3549","FAL GENERAL AREA, NON-SPECIFIC",2
"3550","FALL RIVER COUNTY JAIL, HOT SPRINGS, SD",4
"3551","FALL RIVER DISTRICT COURT",10
"3552","FALL RIVER POLICE DEPT",11
"3553","FALLON COUNTY JAIL MT",3
"3554","FALLS COUNTY JAIL, MARLIN, TEXAS",72
"3555","FALMOUTH DISTRICT COURT",1
"3556","FALMOUTH POLICE DEPT",1
"3557","FAMU Holding Location",2
"3558","FANNIN COUNTY CRIM AT LARGE",3
"3559","FANNIN COUNTY GENERAL AREA",7
"3560","FANNIN COUNTY JAIL",1
"3561","FANNIN COUNTY PROBATION",2
"3562","FANNIN COUNTY SHERIFFS OFFICE",57
"3563","FANNIN COUNTY, GA",15
"3564","FANWOOD PD",4
"3565","FAR HILLS PD",2
"3566","FARIBAULT COUNTY JAIL, MN",36
"3567","FARIFIELD COUNTY JAIL",29
"3568","FARIMONT CITY, ILLINOIS POLICE DEPARTMENT",4
"3569","FARMERS BRANCH CITY JAIL",20
"3570","FARMERS BRANCH JAIL",363
"3571","FARMINGTON CORRECTIONAL CENTER, MISSOURI DEPT OF CORRECTIONS",112
"3572","FARMINGTON HILLS, MICHIGAN",43
"3573","FARMINGTON POLICE DEPARTMENT, MISSOURI",3
"3574","FARMINGTON, CT",1
"3575","FARMINGTON, CT POLICE DEPARTMENT",3
"3576","FARMINGTON, MICHIGAN",14
"3577","FAULK CO JAIL, FAULKTON, SD",2
"3578","FAULKNER COUNTY JAIL",152
"3579","FAULKNER COUNTY PROBATION-CONWAY OFFICE",1
"3580","FAUQUIER COUNTY JAIL - VA",129
"3581","FAUQUIER COUNTY JAIL-VA",1
"3582","FAY GENERAL AREA, NON-SPECIFIC",2
"3583","FAYETTE CO JAIL, LA GRANGE, TX",19
"3584","FAYETTE COUNTY CORRECTIONS, KY",2574
"3585","FAYETTE COUNTY JAIL",11
"3586","FAYETTE COUNTY JAIL, FAYETTE, AL",1
"3587","FAYETTE COUNTY JAIL, IA",44
"3588","FAYETTE COUNTY JAIL, LA GRANGE, TX",53
"3589","FAYETTE COUNTY JAIL, LAGRANGE, TX",14
"3590","FAYETTE COUNTY PRISON",9
"3591","FAYETTE COUNTY PROBATION, LA GRANGE, TX",2
"3592","FAYETTE COUNTY SHERIFF'S OFFICE, INDIANA",4
"3593","FAYETTE COUNTY, GA",155
"3594","FAYETTEVILLE PROBATION OFFICE",2
"3595","FAYETTEVILLE, GA",73
"3596","FAYETTVILLE ICE OFFICE",387
"3597","FCD GENERAL AREA, NON-SPECIFIC",47
"3598","FCI  FORREST CITY",3
"3599","FCI Aliceville",306
"3600","FCI Ashland, KY",59
"3601","FCI BEAUMONT TX",3
"3602","FCI BEAUMONT, JEFFERSON CO, TX",339
"3603","FCI BEAUMONT, JEFFERSON COUNTY, TX",921
"3604","FCI BENNETTSVILLE",692
"3605","FCI BERLIN",156
"3606","FCI CARSWELL",58
"3607","FCI EDGEFIELD",679
"3608","FCI ELKTON",109
"3609","FCI FAIRTON, NEW JERSEY",243
"3610","FCI FORREST CITY",18
"3611","FCI FORT WORTH",119
"3612","FCI FT DIX",23
"3613","FCI JESUP, GA",358
"3614","FCI LA TUNA",839
"3615","FCI MANCHESTER, KY",107
"3616","FCI MCCREARY, KY",42
"3617","FCI MCDOWELL",893
"3618","FCI MENDOTA",739
"3619","FCI MILAN, MILAN, MI",72
"3620","FCI Pollock",29
"3621","FCI SANDSTONE MN",8
"3622","FCI SANDSTONE- MN",119
"3623","FCI SEAGOVILLE",91
"3624","FCI TEXARKANA",74
"3625","FCI WASECA, MN",24
"3626","FCI WASECA- MN",589
"3627","FCI-BOP BEAUMONT, JEFFERSON COUNTY, TX",554
"3628","FCS GENERAL AREA, NON-SPECIFIC",144
"3629","FDC HONOLULU",82
"3630","FDL GENERAL AREA, NON-SPECIFIC",23
"3631","FED COAST BEND USM, ARANSAS, TX",267
"3632","FED COAST BEND USM-ARANSAS, TX",1024
"3633","FED COASTAL BEND USM-ARANSAS, TX",632
"3634","FED JOE CORLEY CONROE, TX",240
"3635","FED JOE CORLEY USM-CONROE, MONTGOMERY COUNTY, TX",163
"3636","FEDCAP COASTAL BEND FACILITY ARANSAS, TX",2
"3637","FEDCAP-CCA U.S. MARSHALLS",911
"3638","FEDCAP-CHECK CURRENT I-213",32
"3639","FEDCAP-GEO MARSHALLS",5
"3640","FEDCAP-GEO U.S. MARSHALLS",2355
"3641","FEDCAP-MCC",1892
"3642","FEDERAL BUREAU OF INVESTIGATION",2
"3643","FEDERAL BUREAU OF INVESTIGATIONS",1
"3644","FEDERAL CORRECETIONAL INSTITUTE (BOP), INDIANA",90
"3645","FEDERAL CORRECTINAL INSTITUTE RAY BROOK",1
"3646","FEDERAL CORRECTIONAL INSTITUTE - ALICEVILLE, AL",25
"3647","FEDERAL CORRECTIONAL INSTITUTE - ASHLAND",3
"3648","FEDERAL CORRECTIONAL INSTITUTE - BIG SANDY",17
"3649","FEDERAL CORRECTIONAL INSTITUTE - FORREST CITY",17
"3650","FEDERAL CORRECTIONAL INSTITUTE - LEXINGTON",16
"3651","FEDERAL CORRECTIONAL INSTITUTE - MANCHESTER",37
"3652","FEDERAL CORRECTIONAL INSTITUTE - MCCREARY",7
"3653","FEDERAL CORRECTIONAL INSTITUTE - MEMPHIS",31
"3654","FEDERAL CORRECTIONAL INSTITUTE - MONTGOMERY",1
"3655","FEDERAL CORRECTIONAL INSTITUTE - OAKDALE",161
"3656","FEDERAL CORRECTIONAL INSTITUTE - PINE PRAIRIE",2
"3657","FEDERAL CORRECTIONAL INSTITUTE - TALLADEGA",43
"3658","FEDERAL CORRECTIONAL INSTITUTE - YAZOO CITY",90
"3659","FEDERAL CORRECTIONAL INSTITUTE FORREST CITY (MEDIUM)",26
"3660","FEDERAL CORRECTIONAL INSTITUTE POLLOCK (MEDIUM)",199
"3661","FEDERAL CORRECTIONAL INSTITUTE RAY BROOK",715
"3662","FEDERAL CORRECTIONAL INSTITUTE YAZOO CITY (MEDIUM)",182
"3663","FEDERAL CORRECTIONAL INSTITUTION - CUMBERLAND",149
"3664","FEDERAL CORRECTIONAL INSTITUTION LEAVENWORTH KANSAS",446
"3665","FEDERAL DETENION CENTER (FDC)",50
"3666","FEDERAL DETENTION CENTER (FDC)",1225
"3667","FEDERAL DETENTION CENTER - OAKDALE",298
"3668","FEDERAL JOE CORLEY CONROE, TX",370
"3669","FEDERAL MEDICAL CENTER - ROCHESTER, MN",9
"3670","FEDERAL MEDICAL CENTER-DEVENS",171
"3671","FEDERAL PRISON LOMPOC LOW",326
"3672","FEDERAL PRISON LOMPOC MEDIUM",2516
"3673","FEDERAL PROBATION & PAROLE - CHARLESTON DIVISION",2
"3674","FEDERAL PROBATION & PAROLE - COLUMBIA DIVISION",1
"3675","FEDERAL PROBATION & PAROLE - GREENVILLE DIVISION",1
"3676","FEDERAL PROBATION COLUMBUS, OHIO",1
"3677","FEDERAN CORRECTIONAL INSTITUTION (FEMALE), DANBURY, CT",453
"3678","FEDERAN CORRECTIONAL INSTITUTION, DANBURY, CT",42
"3679","FENNVILLE, MICHIGAN",1
"3680","FERGUS COUNTY JAIL MT",4
"3681","FERGUSON TOWNSHIP POLICE DEPARTMENT - STATE COLLEGE, PA",9
"3682","FERNDALE, MICHIGAN",8
"3683","FERRIS POLICE DEPARTMENT",4
"3684","FERRY CO. JAIL",2
"3685","FIELD ARREST",39
"3686","FIFE CITY JAIL",80
"3687","FILLMORE COUNTY JAIL, MN",6
"3688","FILLMORE COUNTY JAIL, NE",4
"3689","FINNEY COUNTY SHERIFFS OFFICE, GARDEN CITY, KANSAS",155
"3690","FISHER COUNTY",9
"3691","FISHKILL CORRECTIONAL FACILITY NY STATE",1
"3692","FITCHBURG DISTRICT COURT",7
"3693","FITCHBURG POLICE DEPT",4
"3694","FITZGERALD, GA",2
"3695","FIVE POINTS CORRECTIONAL FACILITY",1
"3696","FL DEPARTMENT OF CORRECTIONS",1187
"3697","FL Womens Reception Center",73
"3698","FL. DEPARTMENT OF CORRECTIONS",49
"3699","FLAGLER COUNTY JAIL",3
"3700","FLAGLER COUNTY PROBATION & PAROLE",4
"3701","FLAT ROCK POLICE DEPARTMENT",2
"3702","FLATHEAD COUNTY JAIL MT",2
"3703","FLEMING COUNTY JAIL",5
"3704","FLEMINGTON PD",34
"3705","FLF GENERAL, NON-SPECIFIC",3
"3706","FLINT, MICHIGAN",48
"3707","FLO GENERAL AREA, NON-SPECIFIC",1
"3708","FLORENCE CAP (ERO)",1228
"3709","FLORENCE COUNTY DEPT. OF JUVENILE JUSTICE",2
"3710","FLORENCE COUNTY DETENTION CENTER",163
"3711","FLORENCE COUNTY PROBATION & PAROLE OFFICE",1
"3712","FLORENCE COUNTY, SC",37
"3713","FLORENCE CRANE CORRECTIONAL FACILITY, COLDWATER, MI",2
"3714","FLORENCE DETENTION CENTER **REPROCESSED EVENT**",392
"3715","FLORENCE MCCLURE WOMENS CORRECTIONAL CENTER",90
"3716","FLORENCE POLICE DEPARTMENT",60
